Number	Movie_Title	Director1	Director2	Director3	Production_Company	Importer	Distributor1	Distributor2	Release_Date	Movie_Category	Movie_Type	Nationality	National_Screen_Number	National_Revenue	National_Spectator_Number	Seoul_Revenue	Seoul_Spectator_Number	Movie_Rate	Running_Time	Genre1	Genre2	Actor1	Actor2	Actor3
3,472 	잔다라 더 피날레	M.L. 반데바노프 데바쿤				(주)퍼스트런	(주)퍼스트런		2014-05-01	일반영화	장편	태국	20	11852000	1546	2738000	368							
3,473 	도노반스 에코	짐 클리프				(주)미디어로그	(주)미디어데이		2014-01-16	일반영화	장편	캐나다	5	7988000	1544	5628000	1072							
3,474 	맥아더 : 일본 침몰에 관한 불편한 해석	피터 웨버				(주)소나무픽쳐스	(주)소나무픽쳐스		2014-07-17	일반영화	장편	미국	5	3527000	1543	2807000	1401							
3,475 	치어리더 캠프	마크 쿠오드				(주)스넵쏘울	(주)스넵쏘울		2013-07-04	일반영화	장편	미국	2	3220000	1540	0	0							
3,476 	투 더 원더	테렌스 맬릭				(주)미디어데이,영화사 마농(주)	(주)미디어데이		2014-03-06	일반영화	장편	미국	5	11598000	1540	9900000	1231							
3,477 	건	제시 테레로				(주)미디어로그	(주)미디어데이		2013-12-26	일반영화	장편	미국	5	7697000	1539	4667000	933							
3,478 	유오성의 7인의 암살단	웅흔흔	증지위			스크린조이	스크린조이		2014-07-16	일반영화	장편	중국	20	7471000	1537	1600000	320							
3,479 	사랑은 타이밍	세드릭 클래피쉬			스튜디오 카날,프랑스2시네마	미디어필름인터내셔날(주)	미디어필름인터내셔날(주)		2005-11-03	일반영화	장편	프랑스	0	0	1532	0	926							
3,480 	에비던스	올라턴드 오선샌미				(주)미디어로그	(주)미디어로그		2013-12-26	일반영화	장편	미국	5	7664000	1532	5464000	1092							
3,481 	넥스트 투모로우	트레비스 포트				(주)케이알씨지	(주)케이알씨지		2013-07-11	일반영화	장편	미국	3	3600000	1530	450000	90							
3,482 	불량경찰: 부정부패 소탕작전	산티아고 세구라				(주)소나무픽쳐스	(주)소나무픽쳐스		2013-08-29	일반영화	장편	스페인	1	3060000	1530	3060000	1530							
3,483 	레닌그라드: 900일간의 전투	알렉산드르 블라브스키				(주)소나무픽쳐스	(주)소나무픽쳐스		2013-01-20	일반영화	장편	러시아	1	3266000	1528	0	0							
3,484 	슬립리스 나이트	프레데릭쟈댕				(주)소나무픽쳐스	(주)소나무픽쳐스		2013-07-11	일반영화	장편	프랑스	1	3684000	1528	3684000	1528							
3,485 	로봇G	야구치 시노부				(주)수키픽쳐스	브릿지웍스 엔터테인먼트(주)		2013-06-20	일반영화	장편	일본	9	9948400	1520	8713400	1299							
3,486 	우리동네 포르노스타	프랭크 가스탐비드				(주)소나무픽쳐스	(주)소나무픽쳐스		2013-07-10	일반영화	장편	프랑스	1	3574000	1519	3574000	1519							
3,487 	흔들리는 구름	차이 밍 량			아레나필름즈	(주)유레카픽쳐스 	(주)유레카픽쳐스 		2006-03-31	일반영화	장편	대만	0	0	1518	0	1205							
3,488 	반딧불 언덕에서	우다 고노스케				얼리버드	골든타이드픽처스(주)		2012-11-01	일반영화	장편	일본	14	9519500	1516	1069000	142							
3,489 	디 엔드: 인류 최후의 날	조지 토레그로사				(주)미디어로그	(주)미디어데이		2013-03-13	일반영화	장편	스페인	5	10605000	1515	10605000	1515							
3,490 	부기우기: 상위 1%의 섹스	던컨 워드				(주)소나무픽쳐스	(주)소나무픽쳐스		2013-06-20	일반영화	장편	영국	1	6064000	1514	6064000	1514							
3,491 	김정일리아	N.C. 하이킨				㈜크래커픽쳐스	㈜크래커픽쳐스		2011-06-23	일반영화	장편	미국	7	10618000	1513	8876000	1256							
3,492 	오피서 다운	브라이언 밀러				(주)미디어로그	(주)미디어데이		2013-12-12	일반영화	장편	미국	6	7599000	1513	6434000	1280							
3,493 	옥보단2012 : 천하애정비법	호요휘				(주)소나무픽쳐스	(주)영화사폴		2012-12-13	일반영화	장편	홍콩	1	3227000	1511	541000	253							
3,494 	블라인드 디텍티브	두기봉				모비딕엔터테인먼트(주)	(주)미디어데이		2014-01-23	일반영화	장편	홍콩	5	9146000	1510	5468000	897							
3,495 	10일간의 원나잇 스탠드	다니엘 아르비드				(주)소나무픽쳐스	(주)소나무픽쳐스		2012-11-29	일반영화	장편	프랑스	1	3180000	1510	3180000	1510							
3,496 	신성일의 행방불명	신재인			신재인랜드		스폰지		2006-02-16	일반영화	장편	한국	0	0	1508	0	1136							
3,497 	미쓰 마마	백연아			프로덕션공방,(주)이든픽쳐스 		찬란		2012-10-18	일반영화	장편	한국	15	11040500	1504	9638500	1283							
3,498 	길	김석우			싸이더스 픽쳐스		싸이더스 픽쳐스		2008-11-06	일반영화	장편	한국	9	10611600	1503	7553600	1040							
3,499 	리틀 칠드런	토드 필드				(주)태원엔터테인먼트	(주)영화사 진진		2007-02-15	일반영화	장편	미국	0	0	1501	0	1443							
3,500 	관계	김명서			브릿지웍스 엔터테인먼트(주),주식회사 루믹스미디어 		브릿지웍스 엔터테인먼트(주)		2014-08-27	일반영화	장편	한국	19	7452000	1500	3613000	652							
3,501 	나이트 워치	티무르 베크맘베토브			바젤레브스프로덕션	이십세기폭스필름코퍼레이션	이십세기폭스필름코퍼레이션		2005-12-08	일반영화	장편	러시아	0	0	1500	0	900							
3,502 	대상해	왕정				(주)누리픽쳐스	(주)누리픽쳐스		2013-04-06	일반영화	장편	중국	2	9000000	1500	9000000	1500							
3,503 	맥시멈 컨빅션	키오니 왁스먼				(주)소나무픽쳐스	(주)소나무픽쳐스		2013-01-11	일반영화	장편	미국	1	3165000	1500	3165000	1500							
3,504 	무민가족의 한여름 대소동	마리아 린드버그				(주)나이너스엔터테인먼트	(주)나이너스엔터테인먼트		2013-06-20	일반영화	장편	핀란드	5	7500000	1500	7500000	1500							
3,505 	미소	박경희			미소필름,(주)가을엔터테인먼트		미소필름		2004-02-13	일반영화	장편	한국	0	0	1500	0	613							
3,506 	아웃레이지	기타노 다케시			반다이비쥬얼컴패니	(주)도키엔터테인먼트	(주)씨타마운틴픽쳐스		2010-12-02	일반영화	장편	일본	7	11022237	1500	9458500	1249							
3,507 	해피엔딩 네버엔딩	아그네스 자우이				(주)영화사 조제	(주)영화사 조제		2014-02-13	일반영화	장편	프랑스	5	11815000	1498	10416000	1268							
3,508 	로니를 찾아서	심상국			영화사풍경		(주)영화사 진진		2009-06-04	일반영화	장편	한국	6	10072615	1495	6749000	924							
3,509 	머펫 대소동	제임스 보빈				한국소니픽쳐스릴리징브에나비스타영화㈜	한국소니픽쳐스릴리징브에나비스타영화㈜		2012-05-18	일반영화	장편	미국	1	12375000	1495	12375000	1495							
3,510 	남자들이 모르는 은밀한 것들	장 클로드 브리소			CNC (Centre National de la Cinematographie)	CNS엔터테인먼트	프리비젼엔터테인먼트		2006-02-17	일반영화	장편	프랑스	0	0	1493	0	1486							
3,511 	돈 지오반니	마이클 그랑디지				(주)인스터피씨엠	(주)인스터피씨엠		2012-02-29	일반영화	장편	미국	1	42470000	1491	40482500	1423							
3,512 	수상한 이웃들	양영철			타임스토리그룹(주)		(주)키노아이디엠씨		2011-04-14	일반영화	장편	한국	16	10946500	1491	4414500	581							
3,513 	풍운결	임초현				(주)케이알씨지	(주)케이알씨지		2013-10-31	일반영화	장편	홍콩	5	3560000	1490	250000	50							
3,514 	아이다	소냐 프리셀				(주)인스터피씨엠	(주)인스터피씨엠		2013-08-03	일반영화	장편	미국	2	37860500	1486	33396500	1325							
3,515 	히트맨 NO.2 : 살인면허	페리 반달				스크린조이	스크린조이		2014-05-08	일반영화	장편	영국	21	8511000	1485	2381000	374							
3,516 	헬터 스켈터	니나가와 미카				(주)콘텐츠게이트	팝엔터테인먼트		2013-05-09	일반영화	장편	일본	19	11023000	1484	4478000	601							
3,517 	스케치	이혁종			(주)어나더스타		브릿지웍스 엔터테인먼트(주)		2014-03-27	일반영화	장편	한국	22	10690500	1483	7499000	1054							
3,518 	들개	김정훈			한국영화아카데미		CGV 무비꼴라쥬		2014-04-03	일반영화	장편	한국	3	11853700	1479	10656700	1250							
3,519 	수호지-영웅천하 손립	황조권				(주)케이알씨지	(주)케이알씨지		2013-11-13	일반영화	장편	중국	5	2700000	1470	1100000	220							
3,520 	20세기 소년-제2장: 마지막 희망	츠츠미 유키히코				㈜메가박스	㈜메가박스		2009-12-17	일반영화	장편	일본	11	10403942	1470	7784000	1058							
3,521 	좋아해	이시카와 히로시				(주)스폰지이엔티	(주)스폰지이엔티		2006-11-16	일반영화	장편	일본	0	0	1465	0	1465							
3,522 	슈퍼스타	임진순			스토리룸		(주)씨타마운틴픽쳐스		2012-06-07	일반영화	장편	한국	18	10413400	1463	7802400	1060							
3,523 	전망 좋은 집	이수성			LEE FILM		(주)마인스 엔터테인먼트		2012-10-25	일반영화	장편	한국	23	10864000	1461	4214500	506							
3,524 	양자탄비 	강문				(주)나우콘텐츠	(주)엠레콘		2012-03-22	일반영화	장편	중국	29	10231000	1454	3288500	448							
3,525 	5쿼터	릭 비버				(주)트리니티네트워크	(주)토러스엔터테인먼트		2012-08-23	일반영화	장편	미국	19	10233500	1450	5722500	770							
3,526 	주윤발의 도성풍운	왕정				포커스엔터테인먼트	예지림엔터테인먼트		2014-03-06	일반영화	장편	홍콩	19	7927000	1449	1278000	213							
3,527 	스롤란 마이러브	데틀레프 북				(주)엣나인필름	(주)엣나인필름		2012-02-09	일반영화	장편	독일	11	10671500	1448	7497500	954							
3,528 	파리 36의 기적	크리스토퍼 파라티에				(주)영화사 진진	(주)영화사 진진		2011-02-17	일반영화	장편	프랑스	4	11473000	1447	10829500	1335							
3,529 	왠 유어 스트레인지	톰 디실로				(주)스폰지이엔티	(주)영화사 조제		2010-12-23	일반영화	장편	미국	2	10736748	1438	10032000	1298							
3,530 	라 보엠					(주)인스터피씨엠	(주)인스터피씨엠		2014-08-02	일반영화	장편	미국	2	21882000	1431	20690000	1358							
3,531 	20 30 40	장애가				한국소니픽쳐스릴리징브에나비스타영화㈜	한국소니픽쳐스릴리징브에나비스타영화㈜		2004-10-22	일반영화	장편	대만	0	0	1428	0	1031							
3,532 	3-4X10월	기타노 다케시				(주)스폰지이엔티	(주)스폰지이엔티		2004-08-20	일반영화	장편	일본	0	0	1426	0	1426							
3,533 	상하이의 밤	장 이바이				대원디지털엔터테인먼트	대원디지털엔터테인먼트		2007-12-06	일반영화	장편	일본	0	0	1422	0	983							
3,534 	죽지않아	황철민			씨네굿		씨네굿		2013-08-08	일반영화	장편	한국	9	10231700	1422	8769700	1209							
3,535 	배드 블러드	나수요				(주)수키픽쳐스	(주)수키픽쳐스		2013-04-24	일반영화	장편	홍콩	5	7100000	1420	7100000	1420							
3,536 	사랑의 묘약	바틀렛 쉐어				(주)인스터피씨엠	(주)인스터피씨엠		2013-03-09	일반영화	장편	미국	3	37944500	1408	35896500	1337							
3,537 	란도리	모리 준이치				(주)영화랑	(주)영화랑		2006-12-14	일반영화	장편	일본	0	0	1403	0	1123							
3,538 	진링의 13소녀	장예모				(주)토러스엔터테인먼트	(유)영화사 화수분  		2013-11-14	일반영화	장편	중국	6	10261000	1403	7854000	1013							
3,539 	트러블 메이커	폴 슈레이더				(주)올라잇 픽쳐스	(주)앤드플러스미디어웍스		2014-01-09	일반영화	장편	미국	6	7470000	1402	2800000	700							
3,540 	신검전설	오이선				(주)수키픽쳐스	(주)수키픽쳐스		2013-07-24	일반영화	장편	중국	8	7000000	1400	7000000	1400							
3,541 	마드모아젤 C	파비앙 콩스탕트				(주)도키엔터테인먼트	(주)미디어데이		2014-01-02	일반영화	장편	프랑스	6	8617000	1399	7832000	1296							
3,542 	활	김기덕			(주)김기덕 필름				2005-05-12	일반영화	장편	한국	0	0	1398	0	1226							
3,543 	레바논 감정	정영헌					어뮤즈		2014-02-27	일반영화	장편	한국	14	10176400	1393	6614400	818							
3,544 	카란디루	헥터 바벤코				콜럼비아트라이스타영화㈜	한국소니픽쳐스릴리징브에나비스타영화㈜		2004-09-10	일반영화	장편	아르헨티나	0	0	1387	0	1387							
3,545 	달은 어디에 떠 있는가	최양일				㈜씨네콰논코리아	㈜씨네콰논코리아		2007-05-03	일반영화	장편	일본	0	0	1385	0	1156							
3,546 	음모자들	옥사이드 팽 천				(유)조이앤컨텐츠그룹	(유)조이앤컨텐츠그룹		2014-06-12	일반영화	장편	홍콩	5	6934000	1385	3214000	617							
3,547 	밀월도 가는 길	양정호			한국영화아카데미		씨제이이앤엠(주)		2012-03-08	일반영화	장편	한국	1	10970500	1380	8822500	1083							
3,548 	유키와 니나	이폴리트 지라르도	스와 노부히로		꼼 데 시네마,레 필름 드 랑데망	(주)영화사 진진	(주)영화사 진진		2010-07-15	일반영화	장편	프랑스	2	9688107	1380	9247000	1305							
3,549 	레이어 케이크	매튜 본			콜럼비아 픽쳐스 필름 프로덕션	소니픽쳐스릴리징코리아	소니픽쳐스릴리징코리아		2005-09-16	일반영화	장편	영국	0	0	1379	0	1379							
3,550 	슬리핑 뷰티	줄리아 리				(주)화인픽쳐스	(주)씨타마운틴픽쳐스		2011-10-20	일반영화	장편	호주	8	10369000	1376	6617500	839							
3,551 	요절복통 프레드의 사랑찾기	안노 사울				㈜세종커뮤니케이션스	㈜세종커뮤니케이션스		2008-07-10	일반영화	장편	독일	2	9507500	1375	7650500	1065							
3,552 	아워 뮤직	장 뤽 고다르			까날 플러스	(주)유레카픽쳐스 	(주)유레카픽쳐스 		2006-09-07	일반영화	장편	프랑스	0	0	1372	0	1228							
3,553 	술이 깨면 집에 가자	히가시 요이치				(주)영화사조아	(주)영화사조아		2012-07-12	일반영화	장편	일본	10	9446600	1371	5880600	744							
3,554 	나그네와 마술사	키엔체 노르부				판씨네마㈜	판씨네마㈜		2006-04-28	일반영화	장편	부탄	0	0	1368	0	1249							
3,555 	제프 벡 로니스콧 라이브	스튜어트 왓츠				㈜씨에이엔	㈜씨에이엔		2010-07-22	일반영화	장편	영국	3	13177898	1367	10590000	1089							
3,556 	비키니 대작전	전국위				(주)소나무픽쳐스	(주)소나무픽쳐스		2013-09-06	일반영화	장편	홍콩	1	2730000	1365	2730000	1365							
3,557 	굿바이 그레이스	제임스 C. 스트로스				데이지엔터테인먼트	(주)영화사구안		2009-10-22	일반영화	장편	미국	2	10048126	1361	9541000	1279							
3,558 	사랑은 당신	파올로 비르지				더컨텐츠콤(주)	(주)팝엔터테인먼트		2013-11-28	일반영화	장편	이탈리아	8	8607000	1353	7684500	1196							
3,559 	작별	황윤			스튜디오두마		(주)영화사 진진		2008-03-27	일반영화	장편	한국	4	8864500	1353	6847500	1001							
3,560 	여름, 속삭임	김은주			케이컴퍼니		씨제이엔터테인먼트(주)		2008-10-16	일반영화	장편	한국	8	9054500	1351	4581000	643							
3,561 	미안해	토가시 신			반다이비쥬얼컴패니	㈜인디스토리	㈜인디스토리		2005-05-05	일반영화	장편	일본	0	0	1350	0	1350							
3,562 	바라: 축복	키엔체 노르부				시네마천국(주)	(유)영화사 화수분  		2014-06-05	일반영화	장편	부탄	8	9240000	1346	5850000	788							
3,563 	바바라	크리스티안 펫졸드				(주)영화사 조제	(주)영화사 조제		2013-03-21	일반영화	장편	독일	3	9752000	1346	6676000	831							
3,564 	라 트라비아타	윌리 데커				(주)인스터피씨엠	(주)인스터피씨엠		2012-10-23	일반영화	장편	미국	3	36754500	1342	34876000	1278							
3,565 	파라노말액티비티-도쿄나이트	나가에 도시가즈				㈜코리아스크린	(주)씨타마운틴픽쳐스		2011-12-01	일반영화	장편	일본	16	9656500	1341	3723500	487							
3,566 	리틀 디제이	나가타 코토			어뮤즈소프트엔터테인먼트	(주)피케이팜	(주)씨타마운틴픽쳐스		2010-03-11	일반영화	장편	일본	14	9844056	1338	6891000	889							
3,567 	슈퍼스톰	제이슨 부케				스크린조이	스크린조이		2014-05-15	일반영화	장편	미국	21	7823000	1334	2378000	346							
3,568 	명랑한 갱이 지구를 움직인다	마에다 테츠				씨네가	씨네가		2007-11-08	일반영화	장편	일본	0	0	1331	0	660							
3,569 	시크릿	니콜라스 자렉키				(주)메인타이틀픽쳐스	(주)미디어데이		2013-08-29	일반영화	장편	미국	5	9339000	1330	9339000	1330							
3,570 	랑랑 라이브 인 런던	크리스찬 커트 바이스				그린나래미디어(주)	그린나래미디어(주)		2014-03-27	일반영화	장편	독일	6	19327000	1327	15911000	1097							
3,571 	소설, 영화와 만나다	이상우	박진성	박진석	(재)전주국제영화제조직위원회		(재)전주국제영화제조직위원회		2013-11-21	일반영화	옴니버스	한국	5	8965000	1327	6271000	810							
3,572 	애니멀 타운	전규환			(주)트리필름,Lane Street Picures		퍼즐엔터테인먼트		2011-03-10	일반영화	장편	한국	11	9765500	1316	5685500	741							
3,573 	희망의 별 - 이퀘지레템바	이홍석	박성준	채희창	N STAR N PICTURES		(주)씨타마운틴픽쳐스		2010-10-07	일반영화	장편	한국	5	8679270	1312	4819500	715							
3,574 	보이 걸 씽	닉 허랜				데이지엔터테인먼트	(주)영화사구안		2009-03-12	일반영화	장편	영국	1	9426844	1309	7898000	1092							
3,575 	아이디: 에이	크리스티안 E.크리스티안센				(주)영화사폴	(주)마인스 엔터테인먼트		2012-11-22	일반영화	장편	덴마크	7	5193000	1293	3465000	1053							
3,576 	평범한 날들	이난			이난필름		㈜인디스토리		2011-09-29	일반영화	옴니버스	한국	10	9846400	1290	7496900	966							
3,577 	학교 가는 길	하나 마흐말바프				위드시네마	(주)에스와이코마드		2008-06-19	일반영화	장편	이란	1	8070000	1289	7319000	1153							
3,578 	두 개의 눈을 가진 아일랜드	임진평			키위미디어,투아이드 필름		(주)영화사구안		2008-09-18	일반영화	장편	한국	1	8432500	1286	6312500	911							
3,579 	방황의 날들	김소영			위드시네마		위드시네마		2007-09-07	일반영화	장편	한국	0	0	1285	0	1148							
3,580 	엣지 오브 타임	칼 베사이				스크린조이	스크린조이		2014-08-14	일반영화	장편	캐나다	20	6185000	1281	1330000	266							
3,581 	S 중독자의 고백	크리스티안 몰리나				(유)조이앤컨텐츠그룹	팝엔터테인먼트		2011-12-29	일반영화	장편	스페인	4	10096500	1279	7976000	997							
3,582 	크레이지	장 마크 발레				위드시네마	위드시네마		2008-02-05	일반영화	장편	캐나다	2	8199000	1272	7092000	1035							
3,583 	나는 나를 파괴할 권리가 있다	전수일			(주)동녘필름		무비즈엔터테인먼트㈜		2005-04-15	일반영화	장편	한국	0	0	1271	0	463							
3,584 	숲의 전설	빌레 수호넨	킴 사르닐루오토			㈜영화사 백두대간	㈜영화사 백두대간		2014-07-24	일반영화	장편	핀란드	2	8957000	1270	7301000	894							
3,585 	더 트리	줄리 베르투첼리				라인트리엔터테인먼트 	골든타이드픽처스(주)		2012-09-13	일반영화	장편	프랑스	8	7470500	1263	2410000	316							
3,586 	맨 온 와이어	제임스 마쉬			디스커버리 필름,비비씨 스토리빌,월투월	(주)영화사 진진	(주)영화사 진진		2010-02-04	일반영화	장편	영국	1	8790515	1258	8151500	1155							
3,587 	좋은 친구들 	진형태			주니파워픽처스(주),판타지웍스엔터		(주)마인스 엔터테인먼트		2013-03-28	일반영화	장편	한국	15	9709500	1258	2256000	282							
3,588 	이사벨라	팡호청				CNS엔터테인먼트	CNS엔터테인먼트		2006-09-28	일반영화	장편	홍콩	0	0	1254	0	1254							
3,589 	푸른 수염	카트린느 브레이야			플라치필름	오드	오드		2010-04-01	일반영화	장편	프랑스	4	9475773	1253	7294000	891							
3,590 	체르노빌 다이어리	브래들리 파커				(주)수키픽쳐스	(주)미디어데이		2014-02-13	일반영화	장편	미국	8	6250000	1250	6250000	1250							
3,591 	할리우드 폭로전	베리 레빈슨				(주)수키픽쳐스	(주)수키픽쳐스		2014-02-06	일반영화	장편	미국	8	6250000	1250	6250000	1250							
3,592 	열여덟, 열아홉	배광수			영화사 도로시(주)		(주)키노아이디엠씨		2012-03-01	일반영화	장편	한국	17	8585000	1249	5131500	659							
3,593 	뽕똘	오멸			주식회사 자파리필름		(주)영화사 진진		2011-08-25	일반영화	장편	한국	13	9299000	1247	6459000	804							
3,594 	카이츠	아누락 바수				㈜코리아스크린	(주)미디어데이		2013-10-24	일반영화	장편	인도	5	6311000	1239	6311000	1239							
3,595 	나비와 바다	박배일			오지필름		(주)시네마달		2013-01-24	일반영화	장편	한국	13	7456000	1235	3433500	511							
3,596 	오페라-호프만의 이야기	게리 할버슨	바틀렛 쉐어		메트로폴리탄 오페라	(주)에이치엠엔	㈜메가박스		2010-02-06	일반영화	장편	미국	1	24325927	1229	23944000	1209							
3,597 	밝은 미래	구로사와 기요시				㈜미로비젼	㈜미로비젼		2004-04-23	일반영화	장편	일본	0	0	1228	0	1228							
3,598 	노아-40일간의 기적	피터 가이거				(주)케이알씨지	(주)케이알씨지		2014-08-13	일반영화	장편	미국	20	5915000	1227	1060000	212							
3,599 	떡	이영인					(주)케이알씨지		2014-08-06	일반영화	장편	한국	21	5854000	1225	1090000	217							
3,600 	이고르와 학의 여행	예프게니 루만				㈜영화사 백두대간	㈜영화사 백두대간		2013-08-01	일반영화	장편	이스라엘	3	8093000	1224	6139000	793							
3,601 	만덜레이	라스 폰 트리에				스폰지	스폰지		2007-07-26	일반영화	장편	스웨덴	0	0	1223	0	1133							
3,602 	기타가 웃는다	전소현			(주)자우엔터테인먼트		(주)자우엔터테인먼트		2011-11-17	일반영화	장편	한국	2	8467000	1222	0	0							
3,603 	붕대클럽	츠츠미 유키히코					프리비젼엔터테인먼트		2008-01-10	일반영화	장편	일본	3	7838000	1221	5910000	860							
3,604 	모터웨이: 분노의 질주	정보서				(주)미디어로그	(주)미디어로그		2012-12-06	일반영화	장편	홍콩	1	6149000	1220	6149000	1220							
3,605 	콜로니 : 지구 최후의 날	제프 렌프로				(주)소나무픽쳐스	(주)소나무픽쳐스		2014-02-13	일반영화	장편	캐나다	5	2485000	1220	2000000	1000							
3,606 	빙봉협: 중생지문	나영창				(유)조이앤컨텐츠그룹	(주)팝엔터테인먼트		2014-08-06	일반영화	장편	홍콩	20	5819000	1219	1060000	212							
3,607 	킹스 앤 퀸	아르노 데스플레생				(주)이모션픽처스	(주)이모션픽처스		2007-03-02	일반영화	장편	프랑스	1	0	1219	0	1219							
3,608 	끌로끌로	플로렝 에밀리오 시리				(주)영화사 조제	(주)에스와이코마드		2012-10-04	일반영화	장편	프랑스	7	8913000	1218	6940000	879							
3,609 	영화판	허철			(주)아우라픽처스,엔터시네마		(주)씨타마운틴픽쳐스		2012-12-06	일반영화	장편	한국	10	8320500	1217	6722500	981							
3,610 	퍼머넌트 노바라	요시다 다이하치			데스페라도,쇼게이트	(주)씨타마운틴픽쳐스	(주)씨타마운틴픽쳐스		2010-11-04	일반영화	장편	일본	5	8249318	1213	4158800	559							
3,611 	오! 마이 보스!	라스 폰 트리에				(주)영화사 진진	(주)영화사 진진		2007-06-14	일반영화	장편	스웨덴	0	0	1211	0	781							
3,612 	이웃집 남자	장동홍			(주)트리쯔클럽 		주식회사 루믹스미디어 		2010-03-18	일반영화	장편	한국	9	8301336	1207	3751000	537							
3,613 	고래와 창녀	루이스 푸엔조				CNS엔터테인먼트	프리비젼엔터테인먼트		2006-07-13	일반영화	장편	아르헨티나	0	0	1206	0	1206							
3,614 	콘돌은 날아간다	전수일			(주)동녘필름		(주)씨타마운틴픽쳐스		2013-05-30	일반영화	장편	한국	9	8086900	1199	3797400	481							
3,615 	화이팅 패밀리	김성호	구상범		피디픽쳐스		골든타이드픽처스(주)		2012-09-13	일반영화	옴니버스	한국	8	7323500	1199	2742500	454							
3,616 	붓다:싯다르타 왕자의 모험	모리시타 코조				주식회사 미콘	(주)나이너스엔터테인먼트		2013-05-17	일반영화	장편	일본	30	7788000	1196	4719000	732							
3,617 	올리버 트위스트	로만 폴란스키			P.P.Films	㈜팬텀 엔터테인먼트 그룹	(주)시네마서비스		2005-12-29	일반영화	장편	체코	0	0	1188	0	1188							
3,618 	존 라베 : 난징 대학살	플로리안 갈렌베르거				(주)시네마리퍼블릭,(주)에스에이치엔터테인먼트	(주)미디어데이		2014-03-20	일반영화	장편	독일	5	7203500	1184	5677500	966							
3,619 	사령(死靈) - 리케의 저주	몬톤 아라양쿤				(주)케이앤엔터테인먼트	프리비젼엔터테인먼트		2007-08-23	일반영화	장편	태국	0	0	1177	0	620							
3,620 	홈	얀 아르튀스-베르트랑				씨제이엔터테인먼트(주)	씨제이엔터테인먼트(주)		2009-06-05	일반영화	장편	프랑스	5	5206793	1177	4221000	939							
3,621 	극장판 헌터X헌터 : 더 라스트 미션 	카와구치 케이이치로				얼리버드	와이드 릴리즈(주)		2014-05-22	일반영화	장편	일본	14	9080900	1176	3863100	495							
3,622 	글래디에이터: 로마 영웅 탄생의 비밀 3D 확장 감독판	이기니오 스트라피				(유)조이앤컨텐츠그룹	(유)조이앤컨텐츠그룹		2013-07-25	일반영화	장편	이탈리아	4	3300000	1170	600000	150							
3,623 	폴 다이어리	크리스 크라우스				(주)토러스엔터테인먼트,(주)트리니티네트워크	㈜미로비젼		2013-05-30	일반영화	장편	독일	3	7321000	1169	4953000	714							
3,624 	사사건건	이정욱	조성희	김영근	KT&G 상상마당 영화사업팀 컴퍼니에스에스(주)		KT&G 상상마당 영화사업팀 컴퍼니에스에스(주)		2010-01-21	일반영화	옴니버스	한국	6	7688718	1161	5605000	814							
3,625 	욕망	김응수			(주)명필름				2004-02-20	일반영화	장편	한국	0	0	1150	0	622							
3,626 	스트레인저: 무황인담	안도 마사히로				미디어소프트	미디어소프트		2009-03-12	일반영화	장편	일본	1	7440669	1147	5697000	868							
3,627 	야스쿠니	리 잉			드래곤 필름	위드시네마	실버스푼		2009-08-06	일반영화	장편	중국	5	7206165	1145	5062500	783							
3,628 	중경	장률			(주)스폰지이엔티,자이로픽쳐스 		(주)스폰지이엔티		2008-11-06	일반영화	장편	한국	2	7295873	1144	6304000	970							
3,629 	안드레아 세니에 	울프 시르머				(주)케빈앤컴퍼니	(주)케빈앤컴퍼니		2013-01-19	일반영화	장편	독일	2	30794000	1143	29588000	1102							
3,630 	레밍	도미니크 몰				(주)스폰지이엔티	(주)스폰지이엔티		2006-05-17	일반영화	장편	프랑스	0	0	1142	0	866							
3,631 	호기심이 고양이를 죽인다	장 이바이				(주)케이앤엔터테인먼트	프리비젼엔터테인먼트		2008-01-24	일반영화	장편	중국	5	7585000	1141	2886000	408							
3,632 	다섯번째 계절	데이빗 시겔	민성아	스콧 맥게히	폭스써치라이트픽처스	이십세기폭스코리아(주)	이십세기폭스코리아(주)		2006-02-09	일반영화	장편	미국	0	0	1140	0	1009							
3,633 	3xFTM	김일란			성소수문화환경을 위한 모임 '연분홍치마'		시네마달	미디어지따	2009-06-04	일반영화	장편	한국	4	7379035	1140	6159000	939							
3,634 	우리도 사랑한다	안드레아스 드레센				서울엠피필름(주)	실버스푼		2009-05-28	일반영화	장편	독일	1	6810758	1136	6501000	1072							
3,635 	멋진 녀석들	피셔 스티븐스				(유)조이앤컨텐츠그룹	(주)에이블엔터테인먼트		2013-06-05	일반영화	장편	미국	5	5639000	1134	3217000	638							
3,636 	대무생	고효송				(주)소나무픽쳐스	(주)소나무픽쳐스		2014-02-27	일반영화	장편	홍콩	5	2630000	1132	1800000	900							
3,637 	낭만파 남편의 편지	최위안			(주)리얼곤시네마또		(주)퍼스트런		2013-09-12	일반영화	장편	한국	9	7654000	1130	4167000	597							
3,638 	불안	마누엘 데 올리베이라			제미니필름,라이트 나이트,마드라고아 필름즈	(주)이모션픽처스	(주)이모션픽처스		2005-06-10	일반영화	장편	포르투갈	0	0	1127	0	1127							
3,639 	스위니	닉 러브				(주)엣나인필름	(주)엣나인필름		2014-04-17	일반영화	장편	영국	6	6905000	1126	4002000	672							
