"","NewTitle","Release_Date.x","Number","Movie_Title","Movie_Type","National_Spectator_Number","Running_Time","Revenue","Spectator_Number","Screen_Number","Play_Number","Movie_Category","Release_Date.y","Nationality_First","Distributor","Movie_Rate","Genre_Name","Genre1","Genre3","Genre3","Director_Name","Director1","Director3","Director3","Actor_Name","Actor1","Actor3","Actor3"
"2098","송포유",2013-04-18,"1,155 ","송 포 유","장편",216852,93,1485573000,217314,317,11737,"일반영화","2013-04-18","영국","(주)넥스트엔터테인먼트월드(NEW)","12세이상관람가",2,"코미디","드라마","",1,"폴 앤드류 윌리엄스","","",3,"테렌스 스탬프","바네사 레드그레이브","젬마 아터튼"
"3277","지구",2008-09-04,"1,156 ","지구","장편",216755,90,1354561500,217246,182,9026,"다양성영화","2008-09-04","영국","(주)엠플러스픽쳐스","전체관람가",3,"다큐멘터리","어드벤처","가족",2,"알래스테어 포더길","마크 린필드","",1,"패트릭 스튜어트","",""
"3846","페넬로피",2008-05-15,"1,157 ","페넬로피","장편",216703,89,1396979000,214652,148,10687,"일반영화","2008-05-15","미국","씨제이엔터테인먼트(주)","12세이상관람가",3,"코미디","멜로/로맨스","판타지",1,"마크 팔란스키","","",1,"크리스티나 리치","",""
"336","그린랜턴반지의선택",2011-06-16,"1,158 ","그린랜턴: 반지의 선택","장편",216676,117,1651783500,216676,345,14670,"일반영화","2011-06-16","미국","워너브러더스 (주)","12세이상관람가",2,"SF","액션","",1,"마틴 캠벨","","",2,"블레이크 라이블리","라이언 레이놀즈",""
"1864","빙우",2004-01-16,"1,159 ","빙우","장편",216676,104,363240500,55656,18,1015,"일반영화","2004-01-16","한국","쇼박스㈜미디어플렉스","12세관람가",1,"드라마","","",1,"김은숙","","",9,"김하늘","이성재","송승헌"
"3501","케로로더무비드래곤워리어",2009-04-30,"1,160 ","케로로 더 무비: 드래곤 워리어","장편",216487,77,1280224000,214639,188,5401,"일반영화","2009-04-30","일본","에이원엔터테인먼트","전체관람가",3,"애니메이션","SF","어드벤처",2,"사토 준이치","야마구치 스스무","",2,"코자쿠라 에츠코","나카타 조지",""
"454","나는비와함께간다",2009-10-15,"1,161 ","나는 비와 함께 간다","장편",215362,111,1616115000,212067,218,13880,"일반영화","2009-10-15","프랑스","씨제이엔터테인먼트(주)","청소년관람불가",3,"범죄","스릴러","액션",1,"트란 안 홍","","",3,"조쉬 하트넷","이병헌","기무라 타쿠야"
"964","라듸오데이즈",2008-01-31,"1,162 ","라듸오 데이즈","장편",214946,111,1394050500,210525,253,11497,"일반영화","2008-01-31","한국","싸이더스 픽쳐스","12세이상관람가",1,"코미디","","",1,"하기호","","",14,"류승범","이종혁","김사랑"
"1304","말리와나",2009-02-19,"1,163 ","말리와 나","장편",213500,115,1415054000,210270,210,10499,"일반영화","2009-02-19","미국","이십세기폭스코리아(주)","12세이상관람가",4,"드라마","코미디","멜로/로맨스",1,"데이빗 프랭클","","",2,"오웬 윌슨","제니퍼 애니스턴",""
"1838","비커밍제인",2007-10-11,"1,164 ","비커밍 제인","장편",213487,120,1366081500,212680,197,12227,"일반영화","2007-10-11","미국","씨제이엔터테인먼트(주)","12세이상관람가",2,"드라마","멜로/로맨스","",1,"줄리언 재롤드","","",3,"앤 해서웨이","줄리 월터스","제임스 맥어보이"
"2248","스파이키드3D",2004-02-13,"1,165 ","스파이 키드 3D","장편",213051,84,39779500,6530,3,113,"일반영화","2004-02-13","미국","씨제이엔터테인먼트(주)","전체관람가",1,"액션","","",1,"로버트 로드리게즈","","",5,"알레한드로 로즈-가르시아","다릴 사바라","칼라 구기노"
"2520","앙코르",2006-03-09,"1,166 ","앙코르","장편",212902,135,1191720100,186143,108,6258,"일반영화","2006-03-09","미국","이십세기폭스코리아(주)","15세관람가",1,"드라마","","",1,"제임스 맨골드","","",2,"와킨 피닉스","리즈 위더스푼",""
"733","대한이민국씨",2008-02-14,"1,167 ","대한이, 민국씨","장편",212854,102,1188129500,208695,173,9615,"일반영화","2008-02-14","한국","롯데쇼핑㈜롯데엔터테인먼트","15세이상관람가",1,"코미디","","",1,"최진원","","",19,"최성국","송요셉","공형진"
"1044","러블리본즈",2010-02-25,"1,168 ","러블리 본즈","장편",212035,135,1547760000,208660,213,10916,"일반영화","2010-02-25","미국","씨제이엔터테인먼트(주)","15세이상관람가",3,"범죄","드라마","판타지",1,"피터 잭슨","","",3,"마크 월버그","레이첼 웨이즈","시얼샤 로넌"
"3609","킬위드미",2008-04-17,"1,169 ","킬위드미","장편",211740,100,1420604500,209696,209,15756,"일반영화","2008-04-17","미국","(주)엠플러스픽쳐스","청소년관람불가",2,"범죄","스릴러","",1,"그레고리 호블릿","","",4,"다이안 레인","빌리 버크","콜린 행크스"
"14","13일의금요일",2009-03-12,"1,170 ","13일의 금요일","장편",211290,97,1467520500,208118,138,9648,"일반영화","2009-03-12","미국","씨제이엔터테인먼트(주)","청소년관람불가",1,"공포(호러)","","",1,"마커스 니스펠","","",3,"제러드 파달렉키","다니엘 파나베이커","아만다 라이거티"
"548","내니맥피2유모와마법소동",2010-08-11,"1,171 ","내니맥피 2: 유모와마법소동","장편",210493,109,1355256500,206674,164,8083,"다양성영화","2010-08-11","미국","유니버설픽쳐스인터내셔널 코리아(유)","전체관람가",3,"가족","코미디","판타지",1,"수잔나 화이트","","",1,"엠마 톰슨","",""
"3136","자칼이온다",2012-11-15,"1,172 ","자칼이 온다","장편",210278,107,1430079500,210278,300,11257,"일반영화","2012-11-15","한국","롯데쇼핑㈜롯데엔터테인먼트","15세이상관람가",1,"코미디","","",1,"배형준","","",8,"송지효","김재중","오달수"
"1201","링22005",2005-06-03,"1,173 ","링2(2005)","장편",210021,109,1145685003,183318,111,7030,"일반영화","2005-06-03","미국","씨제이엔터테인먼트(주)","15세관람가",1,"공포(호러)","","",1,"나카타 히데오","","",2,"사이먼 베이커","나오미 왓츠",""
"3519","코코샤넬",2009-08-27,"1,174 ","코코 샤넬","장편",210018,110,1533955000,206700,235,13435,"다양성영화","2009-08-27","프랑스","에스케이텔레콤(주)","15세이상관람가",1,"드라마","","",1,"앤 폰테인","","",2,"오드리 토투","브누와 뽀엘부르드",""
"2600","어톤먼트",2008-02-21,"1,175 ","어톤먼트","장편",209673,122,1376907500,206614,131,7968,"일반영화","2008-02-21","미국","유니버설픽쳐스인터내셔널 코리아(유)","15세이상관람가",3,"멜로/로맨스","드라마","전쟁",1,"조 라이트","","",2,"키이라 나이틀리","제임스 맥어보이",""
"4048","한나",2011-04-14,"1,176 ","한나","장편",208912,110,1570759500,208912,269,13135,"일반영화","2011-04-14","미국","한국소니픽쳐스릴리징브에나비스타영화㈜","15세이상관람가",2,"액션","스릴러","",1,"조 라이트","","",3,"시얼샤 로넌","케이트 블란쳇","에릭 바나"
"3373","철없는그녀의아찔한연애코치",2007-04-05,"1,177 ","철없는 그녀의 아찔한 연애코치","장편",208907,98,1293297500,207413,148,10217,"일반영화","2007-04-05","미국","㈜스튜디오이쩜영","15세이상관람가",3,"코미디","드라마","멜로/로맨스",1,"마이클 레만","","",2,"다이안 키튼","맨디 무어",""
"3446","카오스",2009-03-26,"1,178 ","카오스","장편",208094,105,1355261000,204689,180,12879,"일반영화","2009-03-26","영국","싸이더스 픽쳐스","15세이상관람가",4,"액션","드라마","범죄",1,"토니 기글리오","","",3,"제이슨 스타뎀","라이언 필립","웨슬리 스나입스"
"3447","카오스",2009-03-26,"1,178 ","카오스","장편",208094,105,1355261000,204689,180,12879,"일반영화","2013-07-11","프랑스","씨네그루(주)다우기술","청소년관람불가",1,"스릴러","","",1,"에티엔 포르","","",3,"이삭 드 번콜","소니아 롤랑","니엘스 슈나이더"
"1652","베드타임스토리",2009-01-22,"1,179 ","베드타임 스토리","장편",208054,99,1306578000,205962,214,8185,"일반영화","2009-01-22","미국","한국소니픽쳐스릴리징브에나비스타영화㈜","전체관람가",4,"코미디","판타지","어드벤처",1,"아담 쉥크만","","",2,"아담 샌들러","케리 러셀",""
"2423","아버지의깃발",2007-02-15,"1,180 ","아버지의 깃발","장편",207500,132,1269091600,200988,112,6804,"일반영화","2007-02-15","미국","워너브러더스 (주)","15세이상관람가",3,"드라마","사극","전쟁",1,"클린트 이스트우드","","",2,"라이언 필립","제시 브래포드",""
"3659","테드황금도시파이티티를찾아서",2012-09-20,"1,181 ","테드: 황금도시 파이티티를 찾아서","장편",206320,92,1453568500,206320,301,6248,"일반영화","2012-09-20","스페인","싸이더스 픽쳐스","전체관람가",1,"애니메이션","","",1,"엔리케 가토","","",2,"하동훈","보라",""
"3517","코알라키드영웅의탄생",2012-01-12,"1,182 ","코알라 키드 : 영웅의 탄생","장편",205579,85,1434535500,205579,234,6761,"일반영화","2012-01-12","한국","롯데쇼핑㈜롯데엔터테인먼트","전체관람가",1,"애니메이션","","",1,"이경호","","",4,"태민","써니","윤다훈"
"4129","헬보이",2004-08-20,"1,183 ","헬보이","장편",205284,122,729643000,113785,59,3471,"일반영화","2004-08-20","미국","한국소니픽쳐스릴리징브에나비스타영화㈜","15세관람가",1,"SF","","",1,"길예르모 델 토로","","",2,"셀마 블레어","론 펄먼",""
"1841","비포미드나잇",2013-05-22,"1,184 ","비포 미드나잇","장편",203476,108,1488950000,204029,300,9569,"일반영화","2013-05-22","미국","(주)팝엔터테인먼트","청소년관람불가",1,"드라마","","",1,"리차드 링클레이터","","",3,"에단 호크","줄리 델피","샤무스 데이비 피츠패트릭"
"258","구미호가족",2006-09-28,"1,185 ","구미호 가족","장편",202990,102,877984800,141610,140,8104,"일반영화","2006-09-28","한국","(주)엠케이픽처스","15세관람가",3,"코미디","뮤지컬","판타지",1,"이형곤","","",14,"주현","최경원","박준규"
"2939","원데이",2012-12-13,"1,186 ","원 데이","장편",202805,107,1500732000,203946,264,5961,"다양성영화","2012-12-13","미국","(주)팝파트너스","15세이상관람가",2,"드라마","멜로/로맨스","",1,"론 쉐르픽","","",2,"앤 해서웨이","짐 스터게스",""
"273","굿모닝에브리원",2011-03-17,"1,187 ","굿모닝 에브리원","장편",202148,107,1562415000,202667,148,9067,"일반영화","2011-03-17","미국","씨제이이앤엠(주)","15세이상관람가",3,"드라마","코미디","멜로/로맨스",1,"로저 미첼","","",3,"레이첼 맥아덤즈","해리슨 포드","다이안 키튼"
"2674","엘렉트라",2005-01-21,"1,188 ","엘렉트라","장편",202020,88,1126857500,173048,71,4641,"일반영화","2005-01-21","미국","이십세기폭스필름코퍼레이션","15세관람가",1,"액션","","",1,"롭 보우먼","","",2,"제니퍼 가너","고란 비스닉",""
"3076","인굿컴퍼니",2005-08-26,"1,189 ","인 굿 컴퍼니","장편",200393,109,1212345000,185385,99,5388,"일반영화","2005-08-26","미국","스폰지","15세관람가",2,"코미디","드라마","",1,"폴 웨이츠","","",2,"토퍼 그레이스","데니스 퀘이드",""
"3850","페스티발",2010-11-18,"1,190 ","페스티발","장편",200123,110,1517620500,196937,234,11897,"일반영화","2010-11-18","한국","(주)시너지하우스 (시너지)","청소년관람불가",1,"코미디","","",1,"이해영","","",24,"신하균","박소현","김아중"
"2608","언더월드4어웨이크닝",2012-02-22,"1,191 ","언더월드 4: 어웨이크닝","장편",200038,88,1861948000,200038,343,13363,"일반영화","2012-02-22","미국","한국소니픽쳐스릴리징브에나비스타영화㈜","청소년관람불가",4,"액션","판타지","SF",2,"만스 말린드","비욘 스테인","",4,"케이트 베킨세일","테오 제임스","인디아 아이슬리"
"662","닌자거북이TMNT",2007-04-25,"1,192 ","닌자거북이 TMNT","장편",200016,87,1168670500,193248,219,9952,"일반영화","2007-04-25","미국","롯데쇼핑㈜롯데엔터테인먼트","전체관람가",4,"액션","코미디","어드벤처",1,"케빈 먼로","","",3,"사라 미셀 겔러","장쯔이","제임스 아놀드 테일러"
"424","꼬마니콜라",2010-01-28,"1,193 ","꼬마 니콜라","장편",199851,91,1344405500,196670,160,9274,"일반영화","2010-01-28","프랑스","(주)프라임엔터테인먼트","전체관람가",2,"가족","코미디","",1,"로랑 티라르","","",3,"발리에리 르메르시","막심 고다르","카드 메라드"
"2731","연의황후",2008-04-09,"1,194 ","연의 황후","장편",199200,94,1282975500,197011,224,18146,"일반영화","2008-04-09","홍콩","씨제이엔터테인먼트(주)","15세이상관람가",5,"사극","드라마","액션",1,"정소동","","",3,"진혜림","여명","견자단"
"828","도레미파솔라시도",2008-04-03,"1,195 ","도레미파솔라시도","장편",199151,105,1185999000,197672,168,11855,"일반영화","2008-04-03","한국","(주)시네마서비스","12세이상관람가",1,"드라마","","",1,"강건향","","",16,"장근석","정의철","차예련"
"3923","프라임러브",2005-12-08,"1,196 ","프라임 러브","장편",198240,105,1308088500,209747,136,6293,"일반영화","2005-12-08","미국","(주)튜브엔터테인먼트","15세관람가",2,"코미디","멜로/로맨스","",1,"벤 영거","","",3,"메릴 스트립","우마 서먼","브라이언 그린버그"
"2218","스텝포드와이프",2004-10-01,"1,197 ","스텝포드 와이프","장편",198111,93,1139648500,171805,39,4377,"일반영화","2004-10-01","미국","씨제이엔터테인먼트(주)","15세관람가",1,"코미디","","",1,"프랭크 오즈","","",4,"니콜 키드먼","매튜 브로데릭","베트 미들러"
"2620","엄마",2005-04-07,"1,198 ","엄마","장편",197793,96,978382500,161780,113,8844,"일반영화","2005-04-07","한국","영화사청어람(주)","전체관람가",1,"드라마","","",1,"구성주","","",4,"고두심","손병호","김유석"
"1605","방콕데인저러스",2008-09-11,"1,199 ","방콕 데인저러스","장편",197747,98,1301097000,198159,185,9336,"일반영화","2008-09-11","미국","싸이더스 픽쳐스","15세이상관람가",3,"액션","범죄","스릴러",2,"옥사이드 팽 천","대니 팽","",3,"니콜라스 케이지","양채니","사크릿 얌냠"
"3397","첼로홍미주일가살인사건",2005-08-18,"1,200 ","첼로-홍미주 일가 살인사건","장편",197678,94,985067500,158318,124,6573,"일반영화","2005-08-18","한국","(주)튜브엔터테인먼트","15세관람가",1,"공포(호러)","","",1,"이우철","","",18,"성현아","박다안","정우철"
"3527","콜드마운틴",2004-02-20,"1,201 ","콜드 마운틴","장편",197465,154,342775000,53667,17,955,"일반영화","2004-02-20","미국","한국소니픽쳐스릴리징브에나비스타영화㈜","15세관람가",1,"전쟁","","",1,"안소니 밍겔라","","",3,"니콜 키드먼","주드 로","르네 젤위거"
