Number	Movie_Title	Director1	Production_Company	Importer	Distributor1	Release_Date	Movie_Category	Movie_Type	Nationality	National_Screen_Number	National_Revenue	National_Spectator_Number	Seoul_Revenue	Seoul_Spectator_Number
3910	베드	박철수	씨네힐		(주)씨타마운틴픽쳐스	2013-01-17	일반영화	장편	한국	9	4186000	606	1984000	285
3911	꿈의 공장	김성균			시네마달	2011-09-01	일반영화	장편	한국	4	3707000	605	2441000	366
3912	동백아가씨	박정숙	다큐희망		시네마달	2008-11-20	일반영화	장편	한국	3	3891248	601	2791000	418
3913	토스카나 웨딩	요한 니젠허스		주식회사 풍경소리	주식회사 풍경소리	2014-04-30	일반영화	장편	네덜란드	5	2992500	601	1890000	378
3914	패밀리 S다이어리	힐데 반 미에그헴		주식회사 풍경소리	주식회사 풍경소리	2014-04-24	일반영화	장편	네덜란드	5	2992500	601	2160000	432
3915	구화영웅	곽자건		(주)소나무픽쳐스	(주)소나무픽쳐스	2014-06-26	일반영화	장편	중국	2	1245000	600	800000	400
3916	우리들의 헤어진 여자친구	이광호	밀크픽처스		골든타이드픽처스(주)	2013-08-29	일반영화	장편	한국	4	2889000	599	1000000	200
3917	허스	김정중	바다엔터테인먼트,(주)프리콤프로덕션		(주)스폰지이엔티	2007-08-02	일반영화	장편	한국	0	0	597	0	569
3918	와일드 이노선스	필립 가렐	르 스튜디오 카날+	(주)이모션픽처스	(주)이모션픽처스	2007-05-17	일반영화	장편	프랑스	1	0	592	0	592
3919	씬	브라이언 헬겔랜드		이십세기폭스필름코퍼레이션	이십세기폭스필름코퍼레이션	2004-03-19	일반영화	장편	미국	0	0	590	0	530
3920	코드 46	마이클 윈터바텀			프리비젼엔터테인먼트	2006-04-20	일반영화	장편	영국	0	0	590	0	590
3921	태아 3D	표만석	KBS 미디어		(주)팝엔터테인먼트	2013-04-18	일반영화	장편	한국	7	6671500	586	4456500	385
3922	트리스탄과 이졸데	케빈 레이놀즈		비트윈	(주)쇼타임	2007-07-05	일반영화	장편	미국	1	0	584	0	584
3923	사이에서	어일선	(주)씨타도시공간,영화사 민들레		(주)씨타마운틴픽쳐스	2012-11-22	일반영화	옴니버스	한국	6	3184500	582	2267500	442
3924	돈 카를로	피터 스테인		(주)케빈앤컴퍼니	주식회사 아트앤픽쳐	2014-05-31	일반영화	장편	독일	5	14716000	581	10303500	425
3925	신부의 아이들	빈코 브레잔		(주)영화사 진진	(주)영화사 진진	2014-04-17	일반영화	장편	크로아티아	5	4427000	581	3602000	449
3926	이프!	엘렌 스미트		영화사 보라	영화사 보라	2013-05-02	일반영화	장편	네덜란드	8	3368000	580	749000	107
3927	개와 늑대 사이의 시간	전수일	(주)동녘필름		스폰지	2007-06-21	일반영화	장편	한국	0	0	579	0	400
3928	스타: 빛나는 사랑	한상희	(주)맑음영화사		(주)씨타마운틴픽쳐스	2012-10-11	일반영화	장편	한국	5	4382000	577	3213000	414
3929	레퀴엠	다니엘 바렌보임		(주)케빈앤컴퍼니	(주)케빈앤컴퍼니	2013-10-19	일반영화	장편	독일	6	13556500	576	10758000	424
3930	여자의 정사	후안 드라고		주식회사 풍경소리	주식회사 풍경소리	2014-04-17	일반영화	장편	미국	5	2912500	575	1620000	324
3931	포르노 메이커	쉐인 스탠리		주식회사 풍경소리	주식회사 풍경소리	2014-04-10	일반영화	장편	미국	5	2911500	573	1620000	324
3932	개똥이	김병준	영화사 새삶		(주)씨타마운틴픽쳐스	2013-09-05	일반영화	장편	한국	8	4058000	572	1009000	142
3933	러브 송	크리스토프 오노레	알마 필름	오드	오드	2010-04-08	일반영화	장편	프랑스	3	4098142	572	6233200	799
3934	저스트 프렌즈	안철호	(주)맑음영화사		팝엔터테인먼트	2012-05-03	일반영화	장편	한국	6	4097000	572	1864000	246
3935	파르지팔	마이클 슐츠		(주)케빈앤컴퍼니	(주)케빈앤컴퍼니	2013-05-16	일반영화	장편	독일	2	15059000	571	13493000	515
3936	엄마에게	이홍재	이홍재 필름		어뮤즈	2012-05-31	일반영화	장편	한국	5	3333500	570	2249000	326
3937	파이오니아	에릭 스코졸드재르그		포커스엔터테인먼트	예지림엔터테인먼트	2014-02-27	일반영화	장편	노르웨이	5	2580000	570	0	0
3938	머나먼 세상속으로	장 크리스토프 드상		(주)씨타마운틴픽쳐스	(주)씨타마운틴픽쳐스	2014-07-31	일반영화	장편	프랑스	4	3701000	569	2240000	320
3939	미국인친구	성지혜	영화사 매화		골든타이드픽처스(주)	2014-06-12	일반영화	장편	한국	5	3362000	569	1107000	140
3940	양 한 마리, 양 두 마리	황철민	씨네굿,(주)두엔터테인먼트 		씨네굿	2011-12-01	일반영화	장편	한국	4	3867000	568	3867000	568
3941	팔스타프	제임스 레바인		(주)인스터피씨엠	(주)인스터피씨엠	2014-04-19	일반영화	장편	미국	2	12870500	567	12306000	541
3942	스타트 포 텐	톰 본	HBO필름	라인트리엔터테인먼트 	라인트리엔터테인먼트 	2007-12-06	일반영화	장편	영국	0	0	566	0	566
3943	나를 둘러싼 것들	하시구치 료스케	어뮤즈소프트엔터테인먼트,비터스엔드,에이세이 게키요,하쿠호도 DY 미디어 파트너스,시글로	(주)스폰지이엔티	(주)스폰지이엔티	2010-11-11	일반영화	장편	일본	1	3913951	565	3852500	556
3944	신과 나눈 이야기	스티븐 사이몬		(주)부귀영화	(주)부귀영화	2007-12-27	일반영화	장편	미국	0	0	565	0	365
3945	오프 로드	한승룡	활동사진		(주)스폰지이엔티,스폰지	2007-08-30	일반영화	장편	한국	0	0	561	0	272
3946	윤희	윤여창	굿픽처스		노바엔터테인먼트 	2014-01-09	일반영화	장편	한국	2	4354000	561	0	0
3947	투명인간 그리프	리온 포드		CGV 무비꼴라쥬	CGV 무비꼴라쥬	2011-11-03	일반영화	장편	호주	7	4333500	559	3313500	428
3948	몽골리안 핑퐁	닝 하오		씨제이엔터테인먼트(주)	씨제이엔터테인먼트(주)	2006-09-21	일반영화	장편	중국	0	0	557	0	298
3949	통통한 혁명	민두식	(주)씨타마운틴픽쳐스,(주)맑음영화사		(주)씨타마운틴픽쳐스	2012-08-02	일반영화	장편	한국	8	3748000	557	2709000	400
3950	트리쉬나	마이클 윈터바텀		시네마천국(주)	(유)영화사 화수분  	2014-03-20	일반영화	장편	영국	6	3510000	556	2746000	416
3951	루살카	오토 솅크		(주)인스터피씨엠	(주)인스터피씨엠	2014-05-24	일반영화	장편	미국	2	12406500	553	11464500	517
3952	라라피포	미야노 마사유키		영화사 새사람	(주)수키픽쳐스	2014-07-03	일반영화	장편	일본	1	3312000	552	3312000	552
3953	신의 전사	조엘 노보아		(주)에이블엔터테인먼트	(주)팝엔터테인먼트	2014-04-17	일반영화	장편	베네수엘라	5	3834000	552	3339000	404
3954	잠자는 숲속의 미녀	카트린느 브레이야		오드	오드	2012-05-03	일반영화	장편	프랑스	4	4386000	550	3949000	483
3955	모니카와의 여름 	잉마르 베리만		㈜영화사 백두대간	㈜영화사 백두대간	2013-07-04	일반영화	장편	스웨덴	1	4508000	549	4508000	549
3956	사람을 찾습니다	이서	슈픽쳐스		(주)키노아이디엠씨	2009-12-17	일반영화	장편	한국	5	3538086	546	3191000	505
3957	바디 앤 안티바디	케리 더글라스 다이		주식회사 더컨텐츠온	주식회사 더컨텐츠온	2013-07-11	일반영화	장편	미국	1	3258000	543	0	0
3958	프로젝트 님	제임스 마쉬		(주)스폰지이엔티	(주)영화사 조제	2012-08-09	일반영화	장편	영국	4	4161500	542	3256500	394
3959	로빈슨 주교의 두 가지 사랑	맥키 앨스톤		(주)레인보우팩토리	(주)레인보우팩토리	2013-11-14	일반영화	장편	미국	4	4111000	541	3817000	483
3960	그 여자 그 남자의 속사정	이윤형	모티브 필름		어뮤즈	2013-01-31	일반영화	장편	한국	5	3747000	539	2672000	386
3961	대통령을 죽여라	닐스 뮬러		(주)화인픽쳐스	(주)화인픽쳐스	2006-10-13	일반영화	장편	미국	0	0	539	0	409
3962	독	김태곤	중앙 대학교		㈜인디스토리	2009-08-20	일반영화	장편	한국	4	3622784	538	3466000	514
3963	처음 만난 사람들	김동현	김동현필름		㈜인디스토리	2009-06-04	일반영화	장편	한국	4	3406408	537	2550000	391
3964	시크릿 윈도우	데이빗 코엡	콜럼비아트라이스타	콜럼비아트라이스타영화㈜	한국소니픽쳐스릴리징브에나비스타영화㈜	2004-09-10	일반영화	장편	미국	0	0	535	0	535
3965	요코하마 메리	나카무라 다카유키		(주)이모션픽처스	(주)이모션픽처스	2008-02-07	일반영화	장편	일본	1	3514000	535	3514000	535
3966	로프트	앙투와네트 베우머		세도나아이(주)	팝엔터테인먼트	2011-12-08	일반영화	장편	네덜란드	0	3984000	532	2841000	354
3967	막달레나 시스터즈	피터 뮬란	필름카운실	(주)인피니티엔터테인먼트 	(주)인피니티엔터테인먼트 	2004-05-07	일반영화	장편	잉글랜드	0	0	532	0	532
3968	버블	스티븐 소더버그		(주)유레카픽쳐스 	(주)유레카픽쳐스 	2006-05-11	일반영화	장편	미국	0	0	532	0	482
3969	삼사라	판 나린	판당고,판도라 필름프로덕션 ,파라다이스 필름	㈜세종커뮤니케이션스	㈜세종커뮤니케이션스	2004-11-26	일반영화	장편	프랑스	0	0	531	0	531
3970	천국의 나날들	코냐 먼드루샤		(주)코랄픽쳐스	(주)코랄픽쳐스	2007-02-23	일반영화	장편	헝가리	0	0	530	0	293
3971	방독피	김곡	(주)두엔터테인먼트 		(주)두엔터테인먼트 	2013-08-22	일반영화	장편	한국	2	3305000	529	2662000	423
3972	젊은 엄마	공자관	밀크픽처스		(주)옐로우필름	2013-08-06	일반영화	장편	한국	1	3168000	528	3168000	528
3973	투엘디케이	츠츠미 유키히코	미코트&바사라	(주)아펙스 엔터테인먼트	(주)아펙스 엔터테인먼트	2005-05-13	일반영화	장편	일본	0	0	527	0	427
3974	공각기동대 어라이즈 보더 1: 고스트 페인	키세 카즈치카		에이원엔터테인먼트	에이원엔터테인먼트	2013-10-24	일반영화	장편	일본	8	3613000	524	523000	71
3975	나나나 : 여배우 민낯 프로젝트	부지영	서울독립영화제		서울독립영화제	2012-08-23	일반영화	장편	한국	7	3813400	524	2757400	359
3976	센티미엔토: 사랑의 감각	이자벨 코이셋		(주)아펙스 엔터테인먼트	(주)씨네마드마농	2011-02-24	일반영화	장편	스페인	7	3948000	524	2568000	313
3977	마리아 스투아르다	데이비드 맥비카		(주)인스터피씨엠	(주)인스터피씨엠	2013-09-07	일반영화	장편	미국	2	12755500	523	12046500	494
3978	엄마는 창녀다	이상우	승암관필름팩토리		(주)드림웨스트픽쳐스	2011-03-31	일반영화	장편	한국	1	3422200	523	2362200	340
3979	겨울나비	김규민	스타라이트 픽쳐스		(주)웃기씨네	2011-07-07	일반영화	장편	한국	7	3424500	521	1458500	208
3980	돌멩이의 꿈	장용우	(주)삼화네트웍스		씨제이엔터테인먼트(주)	2009-12-10	일반영화	장편	한국	10	3612168	521	445500	58
3981	안녕? 허대짜수짜님!	정호중	그리고필름앤드라마		그리고필름앤드라마	2008-08-22	일반영화	장편	한국	1	2782000	519	2248000	404
3982	키스	강호준	(주)스푸키번치		(주)마노엔터테인먼트	2013-03-07	일반영화	옴니버스	한국	2	4387000	519	4310000	508
3983	누구나 제 명에 죽고 싶다	김승현	한국영화아카데미		씨제이 씨지브이(CJ CGV)(주)	2013-03-14	일반영화	장편	한국	7	4027500	517	3444500	436
3984	미국의 바람과 불	김경만			(주)시네마달	2012-07-26	일반영화	장편	한국	3	3107498	515	2532498	413
3985	미스 좀비	사부		(주)영화사조아,아뮤즈코리아(주)	(주)영화사조아	2014-01-16	일반영화	장편	일본	3	4067500	514	4025500	508
3986	플랜 B	알란 폴	Escape Artists,CBS Films	한국소니픽쳐스릴리징브에나비스타영화㈜	한국소니픽쳐스릴리징브에나비스타영화㈜	2010-06-17	일반영화	장편	미국	2	4147111	513	4082000	505
3987	퍼펙트 스트레인저	제임스 폴리	레볼루션 스튜디오	한국소니픽쳐스릴리징브에나비스타영화㈜	한국소니픽쳐스릴리징브에나비스타영화㈜	2007-08-29	일반영화	장편	미국	1	0	510	0	510
3988	붉은 바캉스 검은 웨딩	박철수	필름라인		(주)영화사 조제	2011-12-08	일반영화	옴니버스	한국	6	3926000	508	2119000	280
3989	마츠가네 난사사건	야마시타 노부히로		시네마밸리	시네마밸리	2008-03-13	일반영화	장편	일본	1	3463000	507	3194000	466
3990	물고기	박홍민	디마엔터테인먼트		㈜미로비젼	2013-01-31	일반영화	장편	한국	4	4558000	504	4022000	429
3991	로스트 맨	다니엘 아르비드		(주)영화사 진진	(주)영화사 진진	2009-08-06	일반영화	장편	프랑스	1	3547502	503	3319500	461
3992	프리덤랜드	조 로스	레볼루션 스튜디오	소니픽쳐스릴리징코리아	소니픽쳐스릴리징코리아	2006-06-16	일반영화	장편	미국	0	0	503	0	503
3993	브레인웨이브	신태라	에너지 		씨제이엔터테인먼트(주)	2006-08-31	일반영화	장편	한국	0	0	502	0	502
3994	사라진 기억	크리스티나 부오지테		그린나래미디어(주)	그린나래미디어(주)	2013-12-12	일반영화	장편	기타	5	2113000	502	1673000	412
3995	지구에서 사는 법	안슬기	씨알필름,㈜인디스토리		㈜인디스토리	2009-09-24	일반영화	장편	한국	5	3347259	502	2626500	384
3996	디토네이터	레옹 포치		소니픽쳐스릴리징코리아	소니픽쳐스릴리징코리아	2006-09-15	일반영화	장편	미국	0	0	500	0	500
3997	레드벨트	데이빗 마멧		한국소니픽쳐스릴리징브에나비스타영화㈜	한국소니픽쳐스릴리징브에나비스타영화㈜	2008-08-21	일반영화	장편	미국	1	3500000	500	3500000	500
3998	베이컨시	님로드 안탈		한국소니픽쳐스릴리징브에나비스타영화㈜	한국소니픽쳐스릴리징브에나비스타영화㈜	2007-09-28	일반영화	장편	미국	1	0	500	0	500
3999	쉐도우맨	미하엘 쿠쉬		한국소니픽쳐스릴리징브에나비스타영화㈜	한국소니픽쳐스릴리징브에나비스타영화㈜	2006-12-07	일반영화	장편	미국	0	0	500	0	500
4000	체리밤	리사 바로스 드사		라인트리엔터테인먼트 	라인트리엔터테인먼트 	2013-08-14	일반영화	장편	영국	3	1025000	500	610000	300
4001	페인터	마커스 애덤스		소니픽쳐스릴리징코리아	소니픽쳐스릴리징코리아	2006-10-20	일반영화	장편	미국	0	0	500	0	500
4002	색화동	공자관	클릭영화사(주),청년필름(주)		(주)프리머스시네마	2007-11-15	일반영화	장편	한국	0	0	498	0	400
4003	경복	최시형			KT&G 상상마당 영화사업팀 컴퍼니에스에스(주)	2013-07-11	일반영화	장편	한국	1	3762200	496	3762200	496
4004	비엔나전투 1683	렌조 마르티넬리		라인트리엔터테인먼트 	라인트리엔터테인먼트 	2013-08-08	일반영화	장편	이탈리아	3	1029000	496	610000	294
4005	영웅이 되고 싶은 남자	데이얀 엉		라인트리엔터테인먼트 	라인트리엔터테인먼트 	2013-08-08	일반영화	장편	대만	4	1039000	496	610000	294
4006	퍼펙트 크라임	알렉스 드 라 이글레시아	텔레비전 에스파놀라	미디어 소소	미디어 소소	2005-04-16	일반영화	장편	이탈리아	0	0	495	0	495
4007	불륜의 맛	이세일	(주)케이알씨지		(주)케이알씨지	2014-03-27	일반영화	장편	한국	5	1950000	494	540000	108
4008	어떤 개인 날	이숙경	한국영화아카데미		씨제이엔터테인먼트(주)	2009-03-12	일반영화	장편	한국	1	3041400	494	2112000	329
4009	피해자들	노진수	(주)노시스에프앤디		골든타이드픽처스(주)	2014-07-31	일반영화	장편	한국	5	3324000	494	2240000	252
4010	월드 워 좀비	닉 라이온		(유)조이앤컨텐츠그룹	(유)조이앤컨텐츠그룹	2013-11-27	일반영화	장편	미국	6	2959000	493	1794000	302
4011	소년 KJ	장경위			(주)영화사 진진	2011-06-16	일반영화	장편	홍콩	1	3734000	491	3734000	491
4012	내비게이션	장권호	(주)리코필름		골든타이드픽처스(주)	2014-07-03	일반영화	장편	한국	8	2702000	489	50000	10
4013	로미오와 줄리엣	케네스 맥밀란		(주)인스터피씨엠	(주)인스터피씨엠	2013-09-26	일반영화	장편	영국	7	8491000	488	6510000	372
4014	젓가락	서세원	(주)찹스틱프로덕션		씨제이엔터테인먼트(주)	2010-10-28	일반영화	장편	한국	11	3486744	488	1561000	208
4015	어레스트 미	장-폴 리렝펠드		(주)스튜디오후크	(주)스튜디오후크	2014-07-17	일반영화	장편	프랑스	1	3407000	487	0	0
4016	피카소: 명작스캔들	페르난도 콜로모		미디어소프트	(주)씨타마운틴픽쳐스	2014-03-20	일반영화	장편	스페인	4	3022000	487	0	0
4017	라이즈	데이비드 라샤펠		씨제이엔터테인먼트(주)	씨제이엔터테인먼트(주)	2006-09-22	일반영화	장편	미국	0	0	485	0	662
4018	스파이 파파	한승룡	영화사 활동사진		(주)마노엔터테인먼트	2011-10-27	일반영화	장편	한국	6	3426500	484	2019500	259
4019	청춘정담	문인수	디마엔터테인먼트		디마엔터테인먼트	2013-11-21	일반영화	장편	한국	6	3176500	484	1586000	227
4020	벌거숭이	박상훈	이닥픽쳐스		이닥픽쳐스	2013-09-26	일반영화	장편	한국	7	3094000	481	1994000	295
4021	쇼킹패밀리	경순	독립프로덕션빨간눈사람		㈜인디스토리	2008-05-08	일반영화	장편	한국	1	2910500	481	2665500	441
4022	세가지 사랑, 정사	괴르쯔 스필레만		(주)코랄픽쳐스	(주)코랄픽쳐스	2006-08-03	일반영화	장편	 오스트리아	0	0	480	0	480
4023	짐승	황유식	플랫폼픽쳐스		(주)키노아이디엠씨	2011-07-28	일반영화	장편	한국	3	3370000	480	2936000	393
4024	5월의 구름	누리 빌제 세일란	엔비시 스튜디오즈	(주)문필름코리아	(주)문필름코리아	2005-04-28	일반영화	장편	터키	0	0	480	0	480
4025	온 더 로드, 투	김태용	스폰지		스폰지	2006-01-05	일반영화	장편	한국	0	0	479	0	479
4026	여행	배창호	(주)디앤디미디어,(주)삼거리픽쳐스 		(주)스폰지이엔티	2010-05-20	일반영화	옴니버스	한국	3	2956926	477	1880500	291
4027	줌	오토 알렉산더 야히리스		㈜영화사 백두대간	㈜영화사 백두대간	2006-12-28	일반영화	장편	독일	2	0	476	0	476
4028	낙원-파라다이스	이장수	(주)삼화네트웍스		씨제이엔터테인먼트(주)	2009-11-26	일반영화	장편	한국	11	3523191	472	1831500	237
4029	브로큰 러브송	브루스 맥도널드		(주)씨타마운틴픽쳐스	(주)씨타마운틴픽쳐스	2011-10-13	일반영화	장편	캐나다	8	3110400	472	604400	78
4030	대결	아흐마드 레자 다르비쉬		씨제이엔터테인먼트(주)	씨제이엔터테인먼트(주)	2005-07-08	일반영화	장편	이란	0	0	468	0	468
4031	꽃잎, 춤	이시카와 히로시		(주)영화사 조제	(주)영화사 조제	2013-11-21	일반영화	장편	일본	3	3638000	466	3273000	406
4032	룸메이트	후루사와 다케시		(주)마인스 엔터테인먼트	(주)마인스 엔터테인먼트	2014-04-24	일반영화	장편	일본	15	3088000	466	0	0
4033	뷰티풀 엑스	존 휴잇		주식회사 루믹스미디어 	(주)에스와이코마드	2011-11-17	일반영화	장편	호주	7	3631500	465	2026500	262
4034	카프리치오	마르코 아르투로 마렐리		(주)케빈앤컴퍼니	주식회사 아트앤픽쳐	2014-07-05	일반영화	장편	독일	5	10319500	464	7568000	349
4035	팔레르모 슈팅	빔 벤더스	네유 로드 무비스	(주)스폰지이엔티	(주)스폰지이엔티	2010-04-22	일반영화	장편	독일	1	3181958	462	2806000	395
4036	머시니스트	브래드 앤더슨		미디어 소소	미디어 소소	2005-04-09	일반영화	장편	스페인	0	0	460	0	460
4037	아름다운 세탁기	제임스 리	도그하우스 73 픽쳐스	씨제이엔터테인먼트(주)	씨제이엔터테인먼트(주)	2005-07-08	일반영화	장편	말레이지아	0	0	460	0	460
4038	마농	로랑 펠리		(주)인스터피씨엠	(주)인스터피씨엠	2012-10-04	일반영화	장편	미국	3	12530000	457	11885000	435
4039	약지의 표본	디안트 베르트랑		CNS엔터테인먼트	프리비젼엔터테인먼트	2007-08-23	일반영화	장편	프랑스	2	0	456	0	456
4040	SM작가	히로키 류이치		시네마 뉴원	시네마 뉴원	2014-02-06	일반영화	장편	일본	2	3820000	456	3750000	446
4041	수호지-의적유당	류신의		(유)조이앤컨텐츠그룹	(유)조이앤컨텐츠그룹	2013-11-22	일반영화	장편	중국	4	1518000	454	500000	100
4042	술에 대하여 - 극장판	임범	㈜MBC		(주)이모션픽처스	2011-09-01	일반영화	장편	한국	1	2614000	454	2538000	440
4043	2014 베를린 필하모닉 발트뷔네 콘서트	구스타보 두다멜			주식회사 아트앤픽쳐	2014-08-04	일반영화	장편	독일	1	7383000	454	7383000	454
4044	수호지: 천하대인	류신의		(주)케이알씨지	(주)케이알씨지	2014-05-08	일반영화	장편	중국	5	1789000	452	540000	108
4045	신주쿠 여고생 납치사건(완전한 사육)	와다 벤		미디어소프트	프리비젼엔터테인먼트	2005-10-14	일반영화	장편	일본	0	0	452	0	452
4046	올 더 킹즈 맨	스티븐 자일리언	콜럼비아 픽쳐스 코포레이션	한국소니픽쳐스릴리징브에나비스타영화㈜	한국소니픽쳐스릴리징브에나비스타영화㈜	2007-09-21	일반영화	장편	미국	2	0	451	0	451
4047	러빙 이비자: 섹슈얼아일랜드	요한 니젠허스		주식회사 풍경소리	주식회사 풍경소리	2013-11-14	일반영화	장편	네덜란드	6	2774000	449	500000	100
4048	사냥꾼	세릭 아프리모프		씨제이엔터테인먼트(주)	씨제이엔터테인먼트(주)	2005-07-08	일반영화	장편	영국	0	0	446	0	446
4049	토끼와 거북이 패밀리가 떴다	하워드 베이커		(주)미디어캐슬	예지림엔터테인먼트	2012-11-22	일반영화	장편	미국	1	2697000	446	0	0
4050	프린스 이고르	자난드리아 노세다		(주)인스터피씨엠	(주)인스터피씨엠	2014-06-21	일반영화	장편	미국	2	10136500	446	9466500	421
4051	둠스데이 2014	티보 타카스		스크린조이	스크린조이	2014-05-08	일반영화	장편	미국	5	1732000	445	590000	118
4052	빅 시티	드자멜 벤살라		㈜미로비젼	㈜미로비젼	2008-09-11	일반영화	장편	프랑스	1	1366000	443	278000	127
4053	리지 맥과이어	짐 펄	월트 디즈니 픽쳐스,틴 라이프 프로덕션	월트디즈니컴퍼니코리아(주)	한국소니픽쳐스릴리징브에나비스타영화㈜	2004-02-27	일반영화	장편	미국	0	0	442	0	442
4054	사육-내안에 가둔 그녀	이세일	(주)케이알씨지		(주)케이알씨지	2013-10-24	일반영화	장편	한국	5	2220000	440	750000	150
4055	메모리즈	오토모 가츠히로		에이원엔터테인먼트	에이원엔터테인먼트	2012-12-13	일반영화	장편	일본	6	3313000	438	1482500	192
4056	왓니껴	이동삼	진이엔터테인먼트		(주)씨타마운틴픽쳐스	2014-08-21	일반영화	장편	한국	5	2614000	437	226000	30
4057	밴디지	고바야시 다케시		(주)케이앤엔터테인먼트	(주)케이앤엔터테인먼트	2011-06-16	일반영화	장편	일본	1	3345200	435	3345200	435
4058	카르고	이반 엔글러		(주)스마일이엔티	(주)스마일이엔티	2013-09-12	일반영화	장편	스위스	1	2176000	435	2176000	435
4059	미스터 나이스	버나드 로즈		(주)씨타마운틴픽쳐스	(주)씨타마운틴픽쳐스	2012-02-09	일반영화	장편	영국	3	2862000	434	1672000	216
4060	이쁜 것들이 되어라	한승훈	한국영화아카데미		CGV 무비꼴라쥬	2014-04-17	일반영화	장편	한국	2	3583400	434	2930400	359
4061	파이널컷	오마 나임		㈜미로비젼	㈜미로비젼	2006-10-12	일반영화	장편	캐나다	0	0	434	0	364
4062	프란체스카 다 리미니	피에로 파기오니		(주)인스터피씨엠	(주)인스터피씨엠	2013-11-16	일반영화	장편	미국	2	11075500	433	9308500	372
4063	더 피플 아이브 슬렙 위드	쿠엔틴 리		(주)에이씨피컴퍼니	(주)에이씨피컴퍼니	2013-01-30	일반영화	장편	미국	1	3010000	430	3010000	430
4064	강령	구로사와 기요시		㈜미로비젼	㈜미로비젼	2004-04-23	일반영화	장편	일본	0	0	429	0	429
4065	마녀의 관	박진성	블루스톰(주)		(주)이모션픽처스	2010-03-04	일반영화	장편	한국	1	2383421	426	2258000	406
4066	이브의 유혹 - 엔젤	임경택	㈜화인웍스		㈜화인웍스	2007-07-30	일반영화	장편	한국	3	0	425	0	425
4067	인 마이 슬립	알렌 울프		(주)에스와이코마드	(주)에스와이코마드	2011-07-28	일반영화	장편	미국	3	3298000	425	2863000	343
4068	진구세주전설 북두의권 Zero - 켄시로전	히라노 토시키		(주)미디어캐슬	(주)앤드플러스미디어웍스	2013-10-10	일반영화	장편	일본	9	2951500	423	2533000	366
4069	안나볼레나	데이비드 멕비카		(주)인스터피씨엠	(주)인스터피씨엠	2012-02-01	일반영화	장편	미국	2	11929000	420	11929000	420
4070	크레이지 샤크	크리스토퍼 레이		(유)조이앤컨텐츠그룹	(유)조이앤컨텐츠그룹	2013-12-04	일반영화	장편	미국	5	2180000	420	1000000	200
4071	택시 블루스	최하동하	독립프로덕션빨간눈사람		㈜인디스토리	2007-12-21	일반영화	장편	한국	0	0	420	0	420
4072	푸셔: 파이널 프로젝트	루이스 프리에토		스크린조이	스크린조이	2013-12-04	일반영화	장편	영국	5	2180000	420	1000000	200
4073	차가운 열대어	소노 시온		(주)에이브이에이엔터테인먼트	(주)에이브이에이엔터테인먼트	2012-09-20	일반영화	장편	일본	1	3292000	419	3292000	419
4074	하트브레이크 호텔	콜린 너트리		벨진인터내셔널	벨진인터내셔널	2008-06-26	일반영화	장편	스웨덴	2	2549000	416	730000	110
4075	첫사랑 열전	박범훈	웃기씨네		웃기씨네	2010-05-05	일반영화	옴니버스	한국	1	2666871	415	1973000	299
4076	침묵의 목격자	비행			(주)미디어데이	2014-05-29	일반영화	장편	중국	2	3046000	414	3046000	414
4077	독수리오형제	사토 토야		(주)도키엔터테인먼트	(주)미디어데이	2014-02-20	일반영화	장편	일본	4	2474500	412	1158000	198
4078	올 어바웃 러브	토마스 빈터베르그		스폰지	스폰지	2007-10-18	일반영화	장편	덴마크	0	0	410	0	305
4079	구름의 남쪽	주문		씨제이엔터테인먼트(주)	씨제이엔터테인먼트(주)	2005-07-08	일반영화	장편	중국	0	0	409	0	409
4080	밀프	스콧 휠러		(주)스넵쏘울	(주)스넵쏘울	2013-06-20	일반영화	장편	미국	1	856000	408	0	0
4081	인비져블 2: 귀신소리찾기	유준석			㈜인디스토리	2011-01-13	일반영화	장편	한국	4	2046000	408	2046000	408
4082	로델린다	스티븐 워즈워스		(주)인스터피씨엠	(주)인스터피씨엠	2012-05-29	일반영화	장편	미국	2	11401500	407	10564000	378
4083	지크프리트	로베르트 르빠쥬		(주)인스터피씨엠	(주)인스터피씨엠	2012-04-04	일반영화	장편	미국	0	11499000	407	10640000	377
4084	수호지-신비술사	류신의		(주)케이알씨지	(주)케이알씨지	2013-12-18	일반영화	장편	중국	5	2150000	400	1100000	220
4085	멘탈	소다 카즈히로	레보터리 X	(주)에스와이코마드	(주)씨타마운틴픽쳐스	2010-04-08	일반영화	장편	일본	2	2754243	399	1345000	165
4086	하이자오 7번지	위덕성	에이알에스필름프로덕션	(주)피터팬픽쳐스	(주)씨타마운틴픽쳐스	2010-03-18	일반영화	장편	대만	4	3078839	399	2597000	319
4087	장례식의 멤버	백승빈	한국영화아카데미		씨제이엔터테인먼트(주)	2009-03-12	일반영화	장편	한국	1	2625836	395	2475000	344
4088	티토 황제의 자비	장 피에로 포넬		(주)인스터피씨엠	(주)인스터피씨엠	2013-06-08	일반영화	장편	미국	2	9954000	395	9132000	367
4089	모피를 입은 비너스	송예섭	보통영화사		(주)영화사 조제	2012-07-12	일반영화	장편	한국	1	3248000	393	3248000	393
