Number	Title	Director1	Director2	Director3	Production_Company	Importer	Distributor	Release_Date	Movie_Category	Movie_Type	Nationality	National_Screen_Number	National_Revenue	National_Spectator_Number	Seoul_Revenue	Seoul_Spectator_Number	Movie_Rate	Running_Time	Genre1	Genre2	Actor1	Actor2	Actor3
330	벼랑 위의 포뇨	미야자키 하야오				대원미디어㈜	쇼박스㈜미디어플렉스	2008-12-17	개봉영화	장편	일본	379	9546895503	1521842	3155013000	472286	전체관람가	100	애니메이션	어드벤처	야마구치 토모코	아마미 유키	
331	오블리비언	조셉 코신스키				유니버설픽쳐스인터내셔널 코리아(유)	유니버설픽쳐스인터내셔널 코리아(유)	2013-04-11	개봉영화	장편	미국	634	11165841500	1515356	3772808000	484314	15세이상관람가	124	액션	SF	톰 크루즈	모건 프리먼	
332	내사랑 싸가지	신동엽			제이웰엔터테인먼트(주),(주)포이보스		(주)시네마서비스	2004-01-16	개봉영화	장편	한국	22	1836153500	1513000	322388500	351500	12세이상관람가	95	코미디		김재원	진태현	하지원
333	퍼펙트 게임	박희곤			(주)동아수출공사,밀리언 스토리,(주)다세포클럽		롯데쇼핑㈜롯데엔터테인먼트	2011-12-21	개봉영화	장편	한국	413	11220408500	1507084	3504286500	450844	12세이상관람가	127	드라마		조승우	양동근	최정원
334	더 게임	윤인호			(주)프라임엔터테인먼트			2008-01-30	개봉영화	장편	한국	339	9869346557	1496214	3151455557	453937	15세이상관람가	116	스릴러		신하균	변희봉	손현주
335	B형 남자친구	최석원			(주)시네마제니스 		롯데쇼핑㈜롯데엔터테인먼트	2005-02-03	개봉영화	장편	한국	167	7324579000	1485454	2103555000	347896	12세이상관람가	96	코미디		이동건	한지혜	
336	토이 스토리 3	리 운크리치			픽사 애니메이션 스튜디오,월트디즈니 애니메이션 스튜디오	한국소니픽쳐스릴리징브에나비스타영화㈜	한국소니픽쳐스릴리징브에나비스타영화㈜	2010-08-05	개봉영화	장편	미국	394	14556420970	1484843	5326645000	511917	전체관람가	102	애니메이션	코미디	톰 행크스 	조앤 쿠삭	
337	킹덤 오브 헤븐	리들리 스콧			이십세기폭스필름코퍼레이션	이십세기폭스필름코퍼레이션	이십세기폭스필름코퍼레이션	2005-05-04	개봉영화	장편	미국	247	7815821000	1484000	2993620500	482917	15세이상관람가	137	액션		올랜도 블룸	리암 니슨	제레미 아이언스
338	나니아 연대기:캐스피언 왕자 	앤드류 아담슨				한국소니픽쳐스릴리징브에나비스타영화㈜	한국소니픽쳐스릴리징브에나비스타영화㈜	2008-05-15	개봉영화	장편	미국	551	9236952333	1478573	2808375333	427352	전체관람가	145	어드벤처	판타지	조지 헨리		
339	브레이킹 던 part1	빌 콘돈				판씨네마㈜	(주)넥스트엔터테인먼트월드(NEW)	2011-11-30	개봉영화	장편	미국	636	10713863000	1462280	3478893500	452507	15세이상관람가	117	판타지	멜로/로맨스	크리스틴 스튜어트 	로버트 패틴슨	
340	브리짓 존스의 일기2 : 열정과 애정	비번 키드론			워킹 타이틀 필름,유니버셜 픽쳐스	UIP코리아	UIP코리아	2004-12-08	개봉영화	장편	영국	132	7274347000	1462000	3522247500	670406	15세이상관람가	107	멜로/로맨스	드라마	르네 젤위거	휴 그랜트	린 콜린스
341	홀리데이	양윤호			(주)현진씨네마		롯데쇼핑㈜롯데엔터테인먼트	2006-01-19	개봉영화	장편	한국	170	7885116000	1458896	2395290500	372051	청소년관람불가	116	범죄	스릴러	이성재	최민수	
342	새미의 어드벤쳐 2	벤 스타센				데이지엔터테인먼트	씨제이이앤엠(주)	2012-08-01	개봉영화	장편	벨기에	486	10805555000	1452872	2214827000	279930	전체관람가	92	애니메이션		아이유	이기광	김원효
343	해무(海霧)	심성보			(주)해무		(주)넥스트엔터테인먼트월드(NEW)	2014-08-13	개봉영화	장편	한국	584	11498056219	1449454	3165362719	385031	청소년관람불가	111	드라마		김윤석	박유천	한예리
344	각설탕	이환경			싸이더스 픽쳐스		씨제이엔터테인먼트(주)	2006-08-10	개봉영화	장편	한국	228	7631785700	1446820	2692651500	430896	전체관람가	124	드라마		임수정	유오성	김유정
345	위대한 개츠비	바즈 루어만				워너브러더스 코리아(주)	워너브러더스 코리아(주)	2013-05-16	개봉영화	장편	미국	562	10580582143	1445124	4776767643	625029	15세이상관람가	141	드라마	멜로/로맨스	레오나르도 디카프리오	캐리 뮬리건	토비 맥과이어
346	인간중독	김대우			(주)아이언팩키지		(주)넥스트엔터테인먼트월드(NEW)	2014-05-14	개봉영화	장편	한국	682	11285117400	1442014	3245824400	399065	청소년관람불가	132	멜로/로맨스	드라마	송승헌	임지연	조여정
347	궁녀	김미정			(주)영화사아침		(주)시네마서비스	2007-10-18	개봉영화	장편	한국	368	9038167500	1438531	2823699500	409476	청소년관람불가	118	미스터리	스릴러	박진희	윤세아	임정은
348	잃어버린 세계를 찾아서	에릭 브리빅				(주)태원엔터테인먼트	롯데쇼핑㈜롯데엔터테인먼트	2008-12-17	개봉영화	장편	미국	316	9339002945	1438353	2232136500	317918	전체관람가	92	SF	어드벤처	브렌든 프레이저	조쉬 허처슨	
349	다이하드: 굿 데이 투 다이	존 무어				이십세기폭스코리아(주)	이십세기폭스코리아(주)	2013-02-06	개봉영화	장편	미국	459	10825703000	1438056	2967502000	373401	15세이상관람가	96	액션	범죄	브루스 윌리스	제이 코트니	메리 엘리자베스 윈스테드
350	주홍글씨	변혁			(주)엘제이필름		쇼박스㈜미디어플렉스	2004-10-29	개봉영화	장편	한국	190	6648890000	1437549	2727446500	489254	청소년관람불가	119	스릴러	멜로/로맨스	한석규	이은주	성현아
351	런닝맨	조동오			(주)크리픽쳐스,이십세기폭스 인터내셔널 프로덕션		이십세기폭스코리아(주)	2013-04-04	개봉영화	장편	한국	567	10011200500	1416053	2410370500	324400	15세이상관람가	127	액션	코미디	신하균	이민호	김상호
352	연인	장예모			에드코필름,장예모 스튜디오	쇼이스트(주)	쇼이스트(주)	2004-09-10	개봉영화	장편	중국	157	6644463500	1416000	2701564500	518391	12세이상관람가	119	멜로/로맨스	액션	금성무	유덕화	장쯔이
353	검은 집	신태라			씨제이엔터테인먼트(주),가도카와헤럴드픽쳐스		씨제이엔터테인먼트(주)	2007-06-21	개봉영화	장편	한국	332	8842295700	1408882	2967004700	439754	청소년관람불가	103	스릴러	공포	황정민	유선	강신일
354	구르믈 버서난 달처럼	이준익			(주)영화사아침,(주)타이거픽쳐스		에스케이텔레콤(주)	2010-04-28	개봉영화	장편	한국	509	10408565262	1407681	3349797000	432451	15세이상관람가	111	사극	액션	황정민	차승원	한지혜
355	허브	허인무			케이엠컬쳐㈜		쇼박스㈜미디어플렉스	2007-01-11	개봉영화	장편	한국	267	7652767000	1406199	2504567000	397177	12세이상관람가	114	드라마		강혜정	배종옥	정경호
356	예스맨	페이튼 리드				워너브러더스 코리아(주)	워너브러더스 코리아(주)	2008-12-17	개봉영화	장편	미국	244	9346501843	1402609	4069577833	585717	15세이상관람가	104	코미디	드라마	짐 캐리	주이 데샤넬	
357	말레피센트	로버트 스트롬버그				소니픽쳐스릴리징월트디즈니스튜디오스코리아(주)	소니픽쳐스릴리징월트디즈니스튜디오스코리아(주)	2014-05-29	개봉영화	장편	미국	554	10772739900	1396899	3434954900	423807	12세이상관람가	97	액션	어드벤처	안젤리나 졸리	엘르 패닝	
358	라스트 에어벤더	M. 나이트 샤말란			파라마운트 픽쳐스	씨제이엔터테인먼트(주)	씨제이엔터테인먼트(주)	2010-08-19	개봉영화	장편	미국	396	14078896543	1394110	3563315000	333170	전체관람가	103	액션	판타지	잭슨 라스본	데브 파텔	노아 링어
359	오션스 써틴	스티븐 소더버그				워너브러더스 코리아(주)	워너브러더스 코리아(주)	2007-06-14	개봉영화	장편	미국	271	9119810300	1386610	3918709800	581467	12세이상관람가	121	범죄	드라마	조지 클루니	브래드 피트	맷 데이먼
360	역도산	송해성			싸이더스 픽쳐스,㈜싸이더스픽쳐스		씨제이엔터테인먼트(주)	2004-12-15	개봉영화	장편	한국	223	6482398500	1386179	2264929500	405061	12세이상관람가	137	드라마		설경구		
361	내셔널 트레져	존 터틀타웁			터치스톤 픽처스,제리 브룩하이머 필름	월트디즈니컴퍼니코리아(주)	한국소니픽쳐스릴리징브에나비스타영화㈜	2004-12-31	개봉영화	장편	미국	145	7513779500	1384507	2675533000	445917	12세이상관람가	130	액션		니콜라스 케이지	다이앤 크루거	
362	폼페이: 최후의 날	폴 W.S. 앤더슨				주식회사 디앤시엔터테인먼트	롯데쇼핑㈜롯데엔터테인먼트	2014-02-20	개봉영화	장편	미국	562	10303228700	1373888	3209370000	409656	15세이상관람가	104	액션	어드벤처	킷 해링턴	에밀리 브라우닝	키퍼 서덜랜드
363	찰리와 초콜릿 공장	팀 버튼			빌리지 로드쇼 픽쳐스	워너브러더스 코리아(주)	워너브러더스 코리아(주)	2005-09-16	개봉영화	장편	미국	134	7831016503	1372700	3093910500	525395	전체관람가	114	코미디	판타지	조니 뎁 	프레디 하이모어	
364	분홍신	김용균			청년필름(주),씨네클릭 아시아(팬텀),아이앤코스모스(주)시네와이즈필름		쇼박스㈜미디어플렉스	2005-06-30	개봉영화	장편	한국	182	6768633000	1371122	2316163500	368080	15세이상관람가	103	공포		김혜수	박선혜	
365	트와일라잇	캐서린 하드윅				판씨네마㈜	(주)넥스트엔터테인먼트월드(NEW)	2008-12-10	개봉영화	장편	미국	343	8796916521	1356180	3326752000	490035	12세이상관람가	121	액션	멜로/로맨스	크리스틴 스튜어트 	로버트 패틴슨	
366	차형사	신태라			(주)영화사홍		씨제이이앤엠(주)	2012-05-30	개봉영화	장편	한국	433	9752555296	1346754	2184448796	283739	15세이상관람가	110	코미디	액션	강지환	성유리	이수혁
367	은교	정지우			정지우 필름,㈜렛츠필름		롯데쇼핑㈜롯데엔터테인먼트	2012-04-25	개봉영화	장편	한국	521	9917728000	1346274	3405009000	446283	청소년관람불가	129	멜로/로맨스		박해일	김고은	김무열
368	닌자 어쌔신	제임스 맥티그			워너 브러더스 픽쳐스	워너브러더스 코리아(주)	워너브러더스 코리아(주)	2009-11-26	개봉영화	장편	미국	324	10240398634	1345025	3427351500	430606	청소년관람불가	98	액션	범죄	정지훈	나오미 해리스	
369	신들의 전쟁	타셈 싱				(주)넥스트엔터테인먼트월드(NEW)	(주)넥스트엔터테인먼트월드(NEW)	2011-11-10	개봉영화	장편	미국	525	11726682000	1338411	4049820000	437778	청소년관람불가	110	액션	판타지	헨리 카빌	미키 루크	프리다 핀토
370	터미널	스티븐 스필버그				씨제이엔터테인먼트(주)	씨제이엔터테인먼트(주)	2004-08-27	개봉영화	장편	미국	127	6377300000	1335571	3027940000	581792	전체관람가	128	드라마		톰 행크스 	캐서린 제타-존스	
371	미스터 고	김용화			(주)덱스터필름,㈜광대무변,(주)컨텐츠아이		쇼박스㈜미디어플렉스	2013-07-17	개봉영화	장편	한국	840	9337990000	1328890	2389631500	321292	12세이상관람가	132	코미디	드라마	서교	성동일	
372	청담보살	김진영			㈜전망좋은 영화사		(주)넥스트엔터테인먼트월드(NEW)	2009-11-11	개봉영화	장편	한국	404	9687687439	1321005	2882176500	372155	15세이상관람가	119	멜로/로맨스	코미디	임창정	박예진	
373	월ㆍE	앤드류 스탠든				한국소니픽쳐스릴리징브에나비스타영화㈜	한국소니픽쳐스릴리징브에나비스타영화㈜	2008-08-06	개봉영화	장편	미국	347	8264916667	1320830	3214043333	482446	전체관람가	104	애니메이션	코미디	엘리사 나이트	벤 버트	
374	싸움의 기술	신한솔			코리아 엔터테인먼트		씨제이엔터테인먼트(주)	2006-01-05	개봉영화	장편	한국	216	7331140000	1313727	2658312000	398888	15세이상관람가	95	코미디		백윤식	재희	
375	간첩	우민호			(주)영화사울림		롯데쇼핑㈜롯데엔터테인먼트	2012-09-20	개봉영화	장편	한국	576	9316548500	1310895	2407402000	326457	15세이상관람가	115	드라마	코미디	김명민	유해진	염정아
376	월드 인베이젼	조나단 리브스만				한국소니픽쳐스릴리징브에나비스타영화㈜	한국소니픽쳐스릴리징브에나비스타영화㈜	2011-03-10	개봉영화	장편	미국	441	9799358000	1307873	3039985500	384389	12세이상관람가	116	SF	액션	아론 에크하트	미쉘 로드리게즈	브리짓 모나핸
377	영화는 영화다	장훈			(주)김기덕 필름,염화미소		㈜스튜디오이쩜영	2008-09-11	개봉영화	장편	한국	326	8943849000	1307688	3035285500	421484	청소년관람불가	112	액션	드라마	소지섭	강지환	
378	만남의 광장	김종진			(주)씨와이필름		쇼박스㈜미디어플렉스	2007-08-15	개봉영화	장편	한국	256	7819284000	1306434	1868504000	286843	12세이상관람가	107	코미디		임창정	박진희	류승범
379	못말리는 결혼	김성욱			(주)컬처캡미디어,엠넷미디어		롯데쇼핑㈜롯데엔터테인먼트	2007-05-10	개봉영화	장편	한국	299	7712339500	1304431	2051564000	316081	15세이상관람가	116	코미디		김수미	유진	하석진
380	가디언즈 오브 갤럭시	제임스 건				소니픽쳐스릴리징월트디즈니스튜디오스코리아(주)	소니픽쳐스릴리징월트디즈니스튜디오스코리아(주)	2014-07-31	개봉영화	장편	미국	539	11042935184	1304308	4069113484	455041	12세이상관람가	121	액션	SF	크리스 프랫	조 샐다나	데이브 바티스타
381	엑스맨 탄생: 울버린	개빈 후드			이십세기폭스필름코퍼레이션	이십세기폭스코리아(주)	이십세기폭스코리아(주)	2009-04-30	개봉영화	장편	미국	403	8560185022	1303452	2894851000	417619	12세이상관람가	107	SF	액션	휴 잭맨	리브 슈라이버	다니엘 헤니
382	로맨틱 홀리데이	낸시 마이어스				UIP코리아	UIP코리아	2006-12-14	개봉영화	장편	미국	249	7345919000	1300645	3921768000	588379	15세이상관람가	135	코미디	멜로/로맨스	카메론 디아즈	케이트 윈슬렛	
383	최강로맨스	김정우			㈜더드림앤드픽쳐스,(주)디알엠엔터테인먼트		쇼박스㈜미디어플렉스	2007-01-25	개봉영화	장편	한국	253	6931136500	1299274	1867799000	301235	15세이상관람가	109	멜로/로맨스	코미디	이동욱	현영	
384	킹콩을 들다	박건용			(주)알지엔터웍스,(주)씨엘엔터테인먼트		(주)넥스트엔터테인먼트월드(NEW)	2009-07-01	개봉영화	장편	한국	411	8597263166	1277800	2935984500	397780	전체관람가	120	드라마		이범수	조안	김민영
385	소스 코드	던칸 존스				데이지엔터테인먼트	(주)시너지하우스 (시너지),롯데쇼핑㈜롯데엔터테인먼트	2011-05-04	개봉영화	장편	미국	403	9638293500	1277301	3714195000	469899	12세이상관람가	93	액션	SF	제이크 질렌홀	미셸 모나한	베라 파미가
386	달마야, 서울 가자	육상효			(주)타이거픽쳐스,㈜씨네월드		(주)시네마서비스	2004-07-09	개봉영화	장편	한국	128	4469579500	1272000	1454527000	327000	15세이상관람가	101	코미디		정진영	신현준	유해진
387	달콤한 인생	김지운			(주)영화사봄		씨제이엔터테인먼트(주)	2005-04-01	개봉영화	장편	한국	265	7234813100	1271595	3058834100	466425	청소년관람불가	120	액션		이병헌	김영철	신민아
388	황진이	장윤현			(주)씨네이천,(주)씨즈엔터테인먼트		(주)시네마서비스	2007-06-06	개봉영화	장편	한국	456	7764369000	1270644	2511514500	371006	15세이상관람가	141	드라마	멜로/로맨스	송혜교	유지태	윤여정
389	이장과 군수	장규성			싸이더스 픽쳐스		씨제이엔터테인먼트(주)	2007-03-29	개봉영화	장편	한국	315	7594186000	1269142	2178511000	326034	12세이상관람가	113	코미디		차승원	유해진	김응수
390	즐거운 인생	이준익			(주)영화사아침		씨제이엔터테인먼트(주)	2007-09-13	개봉영화	장편	한국	322	7874566500	1263835	2985920500	442665	전체관람가	112	드라마		정진영	김윤석	장근석
391	라스트 사무라이	에드워드 즈윅				워너브러더스 코리아(주)	워너브러더스 코리아(주)	2004-01-09	개봉영화	장편	미국	35	1904735500	1263200	481330500	478000	15세이상관람가	144	액션		톰 크루즈		
392	미스터 소크라테스	최진원			㈜커리지필름,(주)오죤필름		롯데쇼핑㈜롯데엔터테인먼트	2005-11-10	개봉영화	장편	한국	205	6765653000	1261965	2015488000	309053	청소년관람불가	109	액션		김래원	정욱	
393	마다가스카 2	에릭 다넬	톰 맥그라스		드림웍스 애니메이션	씨제이엔터테인먼트(주)	씨제이엔터테인먼트(주)	2009-01-08	개봉영화	장편	미국	381	7644143364	1247015	2370161500	360893	전체관람가	89	애니메이션	어드벤처	벤 스틸러	크리스 록	데이빗 쉼머
394	간기남	김형준			(주)트로피엔터테인먼트,㈜더드림앤드픽쳐스		쇼박스㈜미디어플렉스	2012-04-11	개봉영화	장편	한국	356	9356404500	1246185	2480022000	313190	청소년관람불가	117	코미디	스릴러	박희순	박시연	주상욱
395	신부수업	허인무			기획시대(주)		코리아픽쳐스(주)	2004-08-05	개봉영화	장편	한국	113	4255753000	1242476	1471159000	314772	12세이상관람가	110	드라마	멜로/로맨스	하지원	권상우	
396	꿀벌대소동	스티브 히크너	사이몬 J.스미스			씨제이엔터테인먼트(주)	씨제이엔터테인먼트(주)	2008-01-03	개봉영화	장편	미국	271	7371537000	1240953	1699947000	275524	전체관람가	88	애니메이션	어드벤처	제리 사인펠드	르네 젤위거	
397	행복	허진호			라이필름,영화사 집		쇼박스㈜미디어플렉스	2007-10-03	개봉영화	장편	한국	332	7737684000	1239789	2731250000	410007	15세이상관람가	119	드라마	멜로/로맨스	황정민	임수정	공효진
398	나비효과	에릭 브레스	J. 마키에 그러버		필름엔진	㈜미로비젼	쇼박스㈜미디어플렉스	2004-11-12	개봉영화	장편	미국	108	6263521000	1239079	2731870500	487040	청소년관람불가	113	드라마		애쉬튼 커처	에이미 스마트	에릭 스톨츠
399	육혈포 강도단	강효진			㈜전망좋은 영화사		롯데쇼핑㈜롯데엔터테인먼트	2010-03-18	개봉영화	장편	한국	319	8784927671	1233582	2278826500	302702	15세이상관람가	107	코미디	드라마	나문희	김수미	임창정
400	천군	민준기			싸이더스 픽쳐스		쇼박스㈜미디어플렉스	2005-07-15	개봉영화	장편	한국	186	5852391000	1232992	1723647000	263876	15세이상관람가	106	액션		박중훈	황정민	김승우
401	메리다와 마법의 숲	마크 앤드류스	브렌다 채프먼			한국소니픽쳐스릴리징브에나비스타영화㈜	한국소니픽쳐스릴리징브에나비스타영화㈜	2012-09-27	개봉영화	장편	미국	479	9024766000	1231024	2220052500	289140	전체관람가	102	애니메이션		켈리 맥도날드	빌리 코놀리	엠마 톰슨
402	심야의 F.M.	김상만			(주)주말의 명화,(주)홍필름		롯데쇼핑㈜롯데엔터테인먼트	2010-10-14	개봉영화	장편	한국	422	9328562568	1228673	2982025500	373247	청소년관람불가	106	스릴러	범죄	수애	유지태	
403	찌라시: 위험한 소문	김광식			(주)영화사수박		씨제이이앤엠(주)	2014-02-20	개봉영화	장편	한국	560	9111648087	1221420	2127543287	272430	15세이상관람가	121	범죄	드라마	김강우	정진영	고창석
404	포비든 킹덤:전설의 마스터를 찾아서	롭 민코프				(유)마스엔터테인먼트코리아	(주)시네마서비스	2008-04-24	개봉영화	장편	미국	394	7876101835	1221352	2242422335	327445	12세이상관람가	105	액션	어드벤처	이연걸	성룡	마이클 앵가라노
405	토탈 리콜	렌 와이즈먼				한국소니픽쳐스릴리징브에나비스타영화㈜	한국소니픽쳐스릴리징브에나비스타영화㈜	2012-08-15	개봉영화	장편	미국	448	8958236000	1219637	2911318500	378245	15세이상관람가	118	SF	액션	콜린 파렐	케이트 베킨세일	제시카 비엘
406	킹 아더	안톤 후쿠아			제리 브룩하이머 필름,월트디즈니코리아㈜		한국소니픽쳐스릴리징브에나비스타영화㈜	2004-07-23	개봉영화	장편	미국	104	5137581500	1213584	1883649000	428080	15세이상관람가	119	사극		클라이브 오웬	스티븐 딜레인	이안 그루퍼드
407	결혼전야	홍지영			(주)수필름		씨너스엔터테인먼트(주)	2013-11-21	개봉영화	장편	한국	524	8431504719	1212270	2667346719	365215	15세이상관람가	118	멜로/로맨스	코미디	김강우	김효진	주지훈
408	레지던트 이블 4: 끝나지 않은 전쟁 3D	폴 W.S. 앤더슨			콘스탄틴 필름 프로덕션	한국소니픽쳐스릴리징브에나비스타영화㈜	한국소니픽쳐스릴리징브에나비스타영화㈜	2010-09-16	개봉영화	장편	독일	335	14767125516	1209538	4547529000	365095	청소년관람불가	96	공포	액션	밀라 요보비치		
409	엘리시움	닐 블롬캠프				소니픽쳐스릴리징월트디즈니스튜디오스코리아(주)	소니픽쳐스릴리징월트디즈니스튜디오스코리아(주)	2013-08-29	개봉영화	장편	미국	588	9017994500	1207732	3172662500	403184	청소년관람불가	109	SF	액션	맷 데이먼	조디 포스터	샬토 코플리
410	인사동 스캔들	박희곤			(주)쌈지		에스케이텔레콤(주)	2009-04-29	개봉영화	장편	한국	314	7900084842	1206101	2450497500	353002	15세이상관람가	109	드라마	범죄	김래원	엄정화	임하룡
411	깡철이	안권태			(주)시네마서비스,㈜더드림앤드픽쳐스,㈜팝콘필름		씨제이이앤엠(주)	2013-10-02	개봉영화	장편	한국	707	8534777462	1204666	2054267462	274966	15세이상관람가	108	드라마	액션	유아인	김해숙	정유미
412	그녀를 믿지 마세요	배형준			㈜영화사시선		(주)시네마서비스	2004-02-20	개봉영화	장편	한국	25	1859615500	1204000	357558500	374000	12세이상관람가	112	코미디		김하늘	강동원	
413	형사; Duelist	이명세			웰메이드엔터테인먼트		코리아픽쳐스(주)	2005-09-08	개봉영화	장편	한국	292	5848601000	1203146	2296538500	382218	12세이상관람가	113	멜로/로맨스	액션	하지원	강동원	안성기
414	몬스터 하우스	길 키넌			소니 픽쳐스 애니메이션	소니픽쳐스릴리징코리아	소니픽쳐스릴리징코리아	2006-08-10	개봉영화	장편	미국	192	6554794000	1201649	2502402500	381359	전체관람가	90	애니메이션	공포	샘 러너	밋첼 머소	
415	R2B: 리턴투베이스	김동원			(주)주머니필름,(주)빨간마후라,씨제이이앤엠(주)		씨제이이앤엠(주)	2012-08-15	개봉영화	장편	한국	539	8600489371	1201640	1993557324	264850	15세이상관람가	113	액션	드라마	정지훈	유준상	신세경
416	더 웹툰: 예고살인	김용균			(주)필마픽쳐스 ,(주)라인필름,씨제이이앤엠(주)		씨제이이앤엠(주)	2013-06-27	개봉영화	장편	한국	541	8534322070	1201033	2327450570	314005	15세이상관람가	104	공포	스릴러	이시영	엄기준	
417	짝패	류승완			(주)외유내강		씨제이엔터테인먼트(주)	2006-05-25	개봉영화	장편	한국	210	6585376300	1196520	2214521300	328733	청소년관람불가	92	액션		정두홍	류승완	이범수
418	파송송 계란탁	오상훈			(주)굿플레이어		씨제이엔터테인먼트(주)	2005-02-18	개봉영화	장편	한국	155	6292855500	1193150	1850398000	289039	15세이상관람가	120	코미디		임창정	이인성	
419	몽정기2	정초신			(주)엠케이픽처스 		롯데쇼핑㈜롯데엔터테인먼트	2005-01-14	개봉영화	장편	한국	147	5110555000	1188815	1530529500	274165	15세이상관람가	101	코미디		이지훈	김지영	전혜빈
420	나니아 연대기: 새벽 출정호의 항해	마이클 앱티드			이십세기폭스필름코퍼레이션	이십세기폭스코리아(주)	이십세기폭스코리아(주)	2010-12-08	개봉영화	장편	미국	502	11276008290	1182228	3347082500	323930	전체관람가	112	판타지	어드벤처	벤 반스	조지 헨리	윌 폴터
421	여선생 VS 여제자	장규성			(주)좋은영화		씨제이엔터테인먼트(주)	2004-11-17	개봉영화	장편	한국	182	5265267506	1175580	1644865500	299813	15세이상관람가	109	코미디		염정아	이세영	이지훈
422	서양 골동 양과자점 앤티크	민규동			영화사 집,(주)수필름		쇼박스㈜미디어플렉스	2008-11-13	개봉영화	장편	한국	451	7367880833	1173310	2638318333	397561	15세이상관람가	109	드라마		주지훈	유아인	김재욱
423	웜 바디스	조나단 레빈				데이지엔터테인먼트	씨제이이앤엠(주)	2013-03-14	개봉영화	장편	미국	477	8361708124	1169839	2687807624	357532	15세이상관람가	97	멜로/로맨스	액션	니콜라스 홀트	테레사 팔머	존 말코비치
424	돈의 맛	임상수			휠므빠말주식회사		(주)시너지하우스 (시너지),롯데쇼핑㈜롯데엔터테인먼트	2012-05-17	개봉영화	장편	한국	643	8776870611	1165488	2880753111	365067	청소년관람불가	115	드라마		김강우	백윤식	윤여정
425	연애술사	천세환			㈜필름지		씨제이엔터테인먼트(주)	2005-05-20	개봉영화	장편	한국	155	6383653500	1163274	2330131500	364202	15세이상관람가	109	멜로/로맨스	코미디	연정훈	박진희	
426	가문의 영광5 - 가문의 귀환	정용기			(주)태원엔터테인먼트		롯데쇼핑㈜롯데엔터테인먼트	2012-12-19	개봉영화	장편	한국	447	8330342500	1160021	1681261500	224852	15세이상관람가	104	코미디		정준호	김민정	유동근
427	인크레더블	브래드 버드			월트 디즈니 픽쳐스,픽사 애니메이션 스튜디오	한국소니픽쳐스릴리징브에나비스타영화㈜	한국소니픽쳐스릴리징브에나비스타영화㈜	2004-12-15	개봉영화	장편	미국	189	5611807500	1155067	2716916500	492585	전체관람가	115	애니메이션		홀리 헌터	크레이그 T. 넬슨	사무엘 L. 잭슨
428	잃어버린 세계를 찾아서 2: 신비의 섬	브레드 페이튼				워너브러더스 코리아(주)	워너브러더스 코리아(주)	2012-01-19	개봉영화	장편	미국	398	9784305000	1149628	2244305000	239683	전체관람가	94	액션	어드벤처	드웨인 존슨	마이클 케인	조쉬 허처슨
429	용서는 없다	김형준			㈜더드림앤드픽쳐스,(주)시네마서비스		(주)시네마서비스	2010-01-07	개봉영화	장편	한국	334	8737627361	1144238	2656285000	332736	청소년관람불가	125	범죄	스릴러	설경구	류승범	한혜진
430	안녕, 형아	임태형			(주)명필름		(주)시네마서비스	2005-05-27	개봉영화	장편	한국	158	5614875500	1143136	1630856000	266504	전체관람가	95	드라마		박지빈	배종옥	박원상
431	10,000 BC	롤랜드 에머리히				워너브러더스 코리아(주)	워너브러더스 코리아(주)	2008-03-13	개봉영화	장편	미국	359	7430607499	1140118	2251461500	326091	15세이상관람가	109	어드벤처	드라마	스티븐 스트레이트	카밀라 벨	
432	고령화 가족	송해성			(주)인벤트스톤		씨제이이앤엠(주)	2013-05-09	개봉영화	장편	한국	583	8159482153	1139250	2429592653	324221	15세이상관람가	113	드라마	코미디	박해일	윤제문	공효진
433	김종욱 찾기	장유정			(주)수필름		씨제이엔터테인먼트(주)	2010-12-08	개봉영화	장편	한국	442	8271660983	1130638	3070574500	396698	12세이상관람가	112	멜로/로맨스	드라마	임수정	공유	
434	헝거게임: 캣칭 파이어	프란시스 로렌스			라이온스 게이트 필름즈	(주)누리픽쳐스	롯데쇼핑㈜롯데엔터테인먼트	2013-11-21	개봉영화	장편	미국	630	7850816000	1125739	2851643500	385304	15세이상관람가	146	판타지	액션	제니퍼 로렌스	조쉬 허처슨	리암 헴스워스
435	슬럼독 밀리어네어	대니 보일				거원시네마(주)	씨제이엔터테인먼트(주)	2009-03-19	개봉영화	장편	영국	201	7468302846	1125032	3344881000	483793	15세이상관람가	120	드라마	멜로/로맨스	데프 파텔	프리다 핀토	
436	6년째 연애중	박현진			(주)피카소필름		(주)스튜디오210	2008-02-05	개봉영화	장편	한국	327	7460438000	1123294	2369716000	338423	15세이상관람가	112	멜로/로맨스	드라마	김하늘	윤계상	
437	아랑	안상훈			㈜더드림앤드픽쳐스,(주)디알엠엔터테인먼트		롯데쇼핑㈜롯데엔터테인먼트	2006-06-28	개봉영화	장편	한국	181	5726173700	1122399	1670516500	264909	15세이상관람가	97	공포		송윤아	이동욱	
438	특수본	황병국			(주)영화사수박		(주)시너지하우스 (시너지),롯데쇼핑㈜롯데엔터테인먼트	2011-11-24	개봉영화	장편	한국	471	8096052500	1118258	2269510500	299090	15세이상관람가	111	액션	범죄	엄태웅	주원	정진영
